구분,버스명,AP별 이용량(GB)
마을버스,보라매운수_동작05_서울75사8828,264.34033178 
마을버스,성서교통_노원11_서울75사3645,264.12576251 
마을버스,진양교통_도봉09_서울75사3571,263.75256386 
마을버스,강동교통_강동02_서울75사9714,263.24639935 
마을버스,우리교통_양천04_서울70사7914,263.14849872 
마을버스,광일운수_서초17_서울70사9126,262.92965654 
마을버스,은천운수_관악01_서울70사9067,262.71115150 
마을버스,일원교통_강남01_서울75사3328,262.56494131 
마을버스,선흥상운_서초21_서울75사9111,262.54541054 
마을버스,신명운수_강동01_서울75사9720,262.53363024 
마을버스,계현운수_서초22_서울70사9286,261.91552728 
마을버스,하이상운_강북08_서울71사1202,261.85855083 
마을버스,일원교통_강남03_서울75사3329,261.70004252 
마을버스,강동교통_강동02_서울75사9724,261.63873263 
마을버스,강동교통_강동02_서울75사9715,261.53854374 
마을버스,신명운수_강동01_서울75사9703,261.21972688 
마을버스,성암운수_마포08_서울75사5369,260.90362575 
마을버스,우리교통_양천04_서울75사8311,260.46438608 
마을버스,화계운수_강북02_서울75사3654,260.31347644 
마을버스,양재운수_서초08_서울71사2909,260.30267309 
마을버스,세광운수_관악08_서울71사2004,260.17666608 
마을버스,영운운수_은평05_서울75사7204,259.91183426 
마을버스,석계운수_성북13_서울75사2968,259.79116838 
마을버스,광일운수_서초17_서울75사9101,259.65341181 
마을버스,선흥상운_서초21_서울75사9110,259.50259436 
마을버스,성서교통_노원11_서울75사3579,259.39758308 
마을버스,합정운수_마포16_서울75사5393,259.38543677 
마을버스,신명운수_강동01_서울75사9728,258.71328730 
마을버스,진양교통_도봉09_서울71사3289,258.68914835 
마을버스,금천운수_금천08_서울70사9428,258.50082375 
마을버스,선흥상운_서초21_서울75사9112,258.19473248 
마을버스,휘경운수_동대문03_서울75사6130,257.96963461 
마을버스,왕금운수_성동01_서울70사5902,257.60223344 
마을버스,금천운수_금천08_서울71사2634,257.59643596 
마을버스,우리교통_양천04_서울70사7909,256.59292564 
마을버스,금양운수_용산04_서울75사4110,256.50439411 
마을버스,신림운수_관악08_서울70사9017,256.17117342 
마을버스,휘경운수_동대문03_서울75사6121,256.09045383 
마을버스,강동교통_강동02_서울75사9723,255.60723897 
마을버스,태현교통_동대문05_서울75사6125,255.34587074 
마을버스,정암운수_마포09_서울70사7726,255.12152072 
마을버스,난곡운수_관악10_서울70사8917,254.98529058 
마을버스,대상운수_금천03_서울75사8306,254.88946494 
마을버스,형일교통_영등포01_서울75사5248,254.55444306 
마을버스,강동교통_강동02_서울75사3040,254.35260031 
마을버스,정암운수_마포09_서울74사3112,254.27702349 
마을버스,형일교통_영등포01_서울70사8536,254.22139000 
마을버스,마포운수_마포15_서울75사5120,254.12792992 
마을버스,신호운수_관악06_서울75사5224,253.89761385 
마을버스,성암운수_마포08_서울70사7702,253.58909648 
마을버스,청록운수_도봉04_서울70사6610,253.54199205 
마을버스,범일운수_금천01_서울75사5016,253.46153229 
마을버스,대상운수_금천03_서울75사5053,253.23115569 
마을버스,사당3동_동작16_서울75사8721,253.06208804 
마을버스,길음운수_성북08_서울71사1603,252.97822617 
마을버스,명승운수_동작08_서울75사8729,252.73355097 
마을버스,금천운수_금천08_서울70사9433,252.71783490 
마을버스,화계운수_강북02_서울71사1272,252.58590654 
마을버스,정암운수_마포10_서울70사7716,251.55217014 
마을버스,강동교통_강동02_서울75사9727,251.54824834 
마을버스,염동운수_강서04_서울75사8126,251.31297298 
마을버스,정암운수_마포09_서울70사7718,251.26118492 
마을버스,보라매운수_동작05_서울75사5003,251.23443641 
마을버스,합성마을_동작06_서울75사8761,251.20838918 
마을버스,합정운수_마포16_서울70사7710,251.10356137 
마을버스,휘경운수_동대문03_서울75사6101,250.92149340 
마을버스,세광운수_관악07_서울70사8919,250.91709942 
마을버스,대운교통_강서05_서울71사2289,250.46687294 
마을버스,충정운수_서대문02_서울70사7290,250.24565123 
마을버스,선흥상운_서초21_서울75사9109,250.17001387 
마을버스,부일교통_서대문01_서울75사5299,249.94076509 
마을버스,스마일버스_강남07_서울75사3372,249.85264614 
마을버스,합정운수_마포16_서울75사7703,249.83544927 
마을버스,대운교통_강서05_서울70사8112,249.29304514 
마을버스,쌍문운수_도봉07_서울70사6602,249.08137508 
마을버스,대운교통_강서05_서울75사5382,248.64408839 
마을버스,미봉운수_강북04_서울75사3114,248.49659763 
마을버스,서일교통_서초03_서울70사9101,248.08122218 
마을버스,쌍문운수_도봉07_서울70사6604,247.88348377 
마을버스,일원교통_강남01_서울75가3333,247.79327400 
마을버스,범일운수_금천01_서울71사1595,247.59909045 
마을버스,서일교통_서초03_서울70사9288,247.20762670 
마을버스,합성마을_동작14_서울75사8760,247.11123668 
마을버스,강동교통_강동02_서울75사9741,246.83110043 
마을버스,일원교통_강남03_서울70사9442,246.47287000 
마을버스,금천운수_금천08_서울71사2522,246.46287505 
마을버스,보라매마을버스_동작05-1_서울75사8754,245.79495285 
마을버스,수락운수_노원08_서울70사6883,245.74276712 
마을버스,선흥상운_서초21_서울70사9115,245.58276404 
마을버스,광일운수_서초17_서울75사3590,245.02142332 
마을버스,염동운수_강서06_서울75사8103,244.89109777 
마을버스,신호운수_관악06_서울75사5255,244.65452600 
마을버스,웅산교통_마포01_서울70사7821,244.31236275 
마을버스,청록운수_도봉02_서울75사3159,244.29466203 
마을버스,광일운수_서초16_서울75사3591,244.11007669 
마을버스,양재운수_서초20_서울75사3263,243.64703335 
마을버스,선진운수_은평04_서울75사5397,243.48518346 
마을버스,수락운수_노원08_서울70사6818,243.27049218 
마을버스,석계운수_성북13_서울70사6417,243.04998759 
마을버스,수락운수_노원08_서울70사6819,242.97666922 
마을버스,대상운수_금천04_서울71사2503,242.14752205 
마을버스,수락운수_노원08_서울70사6884,242.12104827 
마을버스,정암운수_마포09_서울70사7725,242.11869854 
마을버스,대운교통_강서05_서울75사5383,241.94491562 
마을버스,수락운수_노원08_서울70사6889,241.34936556 
마을버스,선흥상운_서초21_서울71사2911,241.33575428 
마을버스,합정운수_마포16_서울70사7814,241.29035976 
마을버스,금천운수_금천08_서울70사9427,241.23881571 
마을버스,대영마을_영등포05_서울75사5326,240.43237325 
마을버스,난곡운수_관악10_서울75사8912,239.91528340 
마을버스,합정운수_마포16_서울75사7701,239.37641922 
마을버스,청록운수_도봉01_서울75사3338,239.25030511 
마을버스,대운교통_강서05_서울71사2255,239.12799079 
마을버스,금양운수_용산04_서울71사1010,239.11767546 
마을버스,성암운수_마포08_서울70사7722,238.62676974 
마을버스,진양교통_도봉09_서울75사3570,238.25163301 
마을버스,형일교통_영등포01_서울75사5245,238.17987088 
마을버스,난곡운수_관악10_서울70사8912,237.80104052 
마을버스,신호운수_관악06_서울75사5104,237.61824053 
마을버스,난곡운수_관악10_서울75사5005,237.43605055 
마을버스,마포운수_마포15_서울75사5114,237.38105781 
마을버스,형일교통_영등포01_서울75사5249,237.19116207 
마을버스,보라매마을버스_동작05-1_서울75사8711,236.89164780 
마을버스,청진교통_서초14_서울75사6401,236.60524003 
마을버스,은성운수_관악11_서울74사5257,236.46546900 
마을버스,종로운수_종로03_서울75사3189,236.36457790 
마을버스,대운교통_강서05_서울70사8106,236.35563627 
마을버스,삼하운수_서대문11_서울75사3398,236.25268601 
마을버스,신호운수_관악06_서울75사5103,236.17631570 
마을버스,금호교통_성동08_서울75사5305,236.13865674 
마을버스,인헌운수_관악04_서울70사9069,235.90008542 
마을버스,대영마을_영등포08_서울70사8556,235.73515285 
마을버스,쌍문운수_도봉05_서울75사3471,235.64216588 
마을버스,수락운수_노원08_서울75사3055,235.44570897 
마을버스,오렌지교통_노원02_서울75사6817,235.38772576 
마을버스,일원교통_강남03_서울75사3331,234.71469153 
마을버스,인헌운수_관악04_서울70사8986,234.34904497 
마을버스,쌍문운수_도봉07_서울70사6601,234.33003202 
마을버스,형일교통_영등포01_서울70사8523,234.23820455 
마을버스,대운교통_강서05_서울71사2509,234.06280484 
마을버스,태경운수_영등포02_서울70사8543,233.97871386 
마을버스,쌍문운수_도봉05_서울70사6623,233.90270956 
마을버스,쌍문운수_도봉07_서울70사6603,233.66017174 
마을버스,인수운수_강북01_서울75사3127,233.33923332 
마을버스,스마일버스_강남07_서울75사3646,233.32215846 
마을버스,은성운수_관악11_서울74사5263,232.82620218 
마을버스,진양교통_도봉09_서울75사3635,232.53045697 
마을버스,대운교통_강서05_서울70사8105,232.51362611 
마을버스,흑석운수_동작01_서울75사8801,232.37109371 
마을버스,대운교통_강서05_서울75사5380,232.27290343 
마을버스,강동교통_강동05_서울75사9725,231.90570064 
마을버스,서일교통_서초03_서울75사3267,231.40388448 
마을버스,쌍문운수_도봉07_서울70사6606,231.33227509 
마을버스,인헌운수_관악02_서울75사5295,231.02601618 
마을버스,인왕교통_종로09_서울75사2013,230.88261392 
마을버스,신명운수_강동01_서울75사9731,230.85354641 
마을버스,부생운수_서초15_서울70사9133,230.85055500 
마을버스,성암운수_마포08_서울70사7720,230.44757079 
마을버스,청록운수_도봉01_서울70사6644,229.31593284 
마을버스,삼하운수_서대문13_서울70사7207,229.15382404 
마을버스,금양운수_용산04_서울74아1002,229.05390896 
마을버스,쌍문운수_도봉05_서울70사6630,228.65165677 
마을버스,수락운수_노원08_서울70사6817,228.58508304 
마을버스,염동운수_강서06_서울70사8109,228.05448901 
마을버스,신명운수_강동01_서울75사9710,227.85437014 
마을버스,정암운수_마포09_서울70사7818,227.74249222 
마을버스,청록운수_도봉04_서울75사3228,227.72723343 
마을버스,서초그린교통_서초02_서울70사9107,227.68481448 
마을버스,금창운수_노원03_서울70사6834,227.62706038 
마을버스,와룡운수_종로08_서울75사6201,227.54243482 
마을버스,스마일버스_강남07_서울70사9435,226.98966973 
마을버스,선흥상운_서초21_서울70사9105,226.93841532 
마을버스,성암운수_마포08_서울70사7732,226.88546777 
마을버스,쌍문운수_도봉07_서울70사6607,226.77760292 
마을버스,대상운수_금천03_서울75사8301,226.71266180 
마을버스,낙산운수_성동03_서울75사3327,226.58842430 
마을버스,금창운수_노원03_서울70사6835,226.58474743 
마을버스,쌍문운수_도봉05_서울70사6622,225.79260264 
마을버스,성암운수_마포08_서울70사7724,225.74426234 
마을버스,명승운수_동작08_서울75사8731,225.35429336 
마을버스,신호운수_관악06_서울75사5225,225.14303587 
마을버스,양재운수_서초08_서울74사6752,225.14048778 
마을버스,미봉운수_강북05_서울75사3117,225.13090540 
마을버스,은천운수_관악01_서울75사8905,225.09536706 
마을버스,서북운수_서대문06_서울75사5088,225.07450823 
마을버스,형일교통_영등포01_서울70사8522,224.25941471 
마을버스,대상운수_금천03_서울71사1598,224.18518085 
마을버스,명승운수_동작08_서울75사8820,224.15164206 
마을버스,성암운수_마포08_서울70사7723,224.14250206 
마을버스,청록운수_도봉02_서울75사3148,223.68984949 
마을버스,휘경운수_동대문03_서울75사6131,222.46987931 
마을버스,성암운수_마포08_서울74사2871,222.41755668 
마을버스,왕금운수_성동01_서울70사5926,222.29933180 
마을버스,대상운수_금천03_서울75사5046,222.18472324 
마을버스,서일교통_서초03_서울71사2918,222.00369276 
마을버스,쌍문운수_도봉06_서울70사6633,221.84873931 
마을버스,양재운수_서초08_서울70사9128,221.84571810 
마을버스,보라매마을버스_동작05-1_서울75사8750,221.13786358 
마을버스,강동교통_강동05_서울75사9747,220.98861728 
마을버스,부민운수_강서03_서울75사5160,220.86874396 
마을버스,강동교통_강동05_서울75사9734,220.74311785 
마을버스,한강운수_영등포12_서울71사1825,220.58981284 
마을버스,강동교통_강동05_서울75사9742,220.50424200 
마을버스,새롬교통_강남10_서울70사9250,219.94958539 
마을버스,약수교통_성북20_서울70사5524,219.53720134 
마을버스,대운교통_강서05_서울75사5381,219.43215933 
마을버스,강동교통_강동02_서울75사9735,219.34584063 
마을버스,강동교통_강동05_서울75사9729,219.28640734 
마을버스,스마일버스_강남07_서울70사9312,219.28111278 
마을버스,대운교통_강서05_서울71사2293,219.10632309 
마을버스,대상운수_금천03_서울75사8307,219.03599519 
마을버스,선흥상운_서초21_서울70사9116,218.33477821 
마을버스,종로운수_종로03_서울75사3163,217.03004465 
마을버스,성암운수_마포08_서울75사5179,216.92820732 
마을버스,서북운수_서대문06_서울70사7235,216.85237158 
마을버스,노들운수_동작12_서울75사8703,216.57138038 
마을버스,쌍문운수_도봉06_서울75사3368,216.46461450 
마을버스,구의교통_광진04_서울71사1002,216.26391634 
마을버스,부민운수_강서03_서울75사5322,215.65583814 
마을버스,영운운수_은평05_서울75사5281,215.00714123 
마을버스,영운교통_은평06_서울70사7129,214.91133142 
마을버스,영운운수_은평05_서울75사5105,214.75952119 
마을버스,부민운수_강서03_서울71사2309,214.68545496 
마을버스,청진교통_서초14_서울70사9160,214.57859781 
마을버스,보라매운수_동작05_서울75사8752,214.43516575 
마을버스,고척운수_구로05_서울75사5143,214.37232941 
마을버스,석계운수_성북13_서울75사2974,214.22264073 
마을버스,청진운수_서초13_서울70사9122,214.12747167 
마을버스,신명운수_강동01_서울75사9732,214.12734967 
마을버스,합성마을_동작15_서울75사8840,213.95800821 
마을버스,부생운수_서초07_서울75사6420,213.95410132 
마을버스,성서교통_노원11_서울75사3156,213.42202742 
마을버스,일원교통_강남03_서울75사3165,213.26379385 
마을버스,구의교통_광진02_서울71사1013,213.26239035 
마을버스,금천운수_금천08_서울70사9430,213.12382538 
마을버스,보라매마을버스_동작05-1_서울75사8755,213.08610495 
마을버스,석계운수_성북12_서울75사6408,213.03163189 
마을버스,와룡운수_종로07_서울70사5504,212.83708233 
마을버스,명승운수_동작08_서울75사8732,212.75512688 
마을버스,사당3동_동작17_서울75사8719,212.49665879 
마을버스,청진교통_서초14_서울70사9132,212.43392956 
마을버스,사당3동_동작17_서울75사8770,212.29026839 
마을버스,대상운수_금천03_서울75사5054,212.07800321 
마을버스,신명운수_강동01_서울75사9709,211.58708166 
마을버스,경성운수_금천05_서울70사5940,211.56178322 
마을버스,흑석운수_동작01_서울75사8842,211.45051531 
마을버스,와룡운수_종로08_서울70사5535,210.78904718 
마을버스,선흥상운_서초21_서울75사9107,210.56051645 
마을버스,태화운수_서대문12_서울75사5262,209.96311959 
마을버스,태화운수_서대문12_서울75사2743,209.60282907 
마을버스,스마일버스_강남07_서울75사3375,209.42773484 
마을버스,금양운수_용산04_서울74아1003,209.31857266 
마을버스,청진교통_서초14_서울75사6402,209.25233420 
마을버스,청록운수_도봉02_서울75사3339,209.24264565 
마을버스,서일교통_서초03_서울75사3262,207.89292920 
마을버스,서애운수_서초11_서울70사9109,207.64118992 
마을버스,청진교통_서초14_서울70사9290,207.62373321 
마을버스,진양교통_도봉08_서울70사6626,207.54397567 
마을버스,금호교통_성동08_서울75사5317,207.48831145 
마을버스,형일교통_영등포01_서울70사8537,207.42420945 
마을버스,부일교통_서대문01_서울75사5323,207.31823705 
마을버스,진양교통_도봉09_서울70사6646,207.06770290 
마을버스,성서교통_노원05_서울70사6804,206.92494232 
마을버스,서초교통_서초10_서울74사8318,206.70837443 
마을버스,명승운수_동작08_서울75사8730,206.64939843 
마을버스,정암운수_마포10_서울75사7741,206.33314550 
마을버스,쌍문운수_도봉05_서울75사3369,206.23979159 
마을버스,대상운수_금천03_서울75사5057,206.14062529 
마을버스,흑석운수_동작01_서울75사3593,206.08239714 
마을버스,와룡운수_종로08_서울70사5510,206.08100854 
마을버스,쌍문운수_도봉07_서울70사6638,205.99198900 
마을버스,금양운수_용산04_서울74아1001,205.80726583 
마을버스,약수교통_성북20_서울70사5513,205.79165686 
마을버스,석계운수_성북13_서울71사1604,205.67282103 
마을버스,서일교통_서초03_서울75사2573,205.43315168 
마을버스,대영마을_영등포05_서울70사8504,204.19308450 
마을버스,서북운수_서대문06_서울75사5176,204.05152906 
마을버스,부생운수_서초15_서울70사9134,204.04618792 
마을버스,대운교통_강서05_서울70사8265,203.84141523 
마을버스,선진운수_은평02_서울75사5395,203.74610927 
마을버스,대운교통_강서05_서울75사2579,203.59442104 
마을버스,아현운수_마포03_서울75사5102,203.16085778 
마을버스,고려승객_성북21_서울70사6475,203.12486310 
마을버스,선흥상운_서초21_서울71사2910,203.11128255 
마을버스,종로운수_종로03_서울75사3164,203.06883194 
마을버스,강동교통_강동02_서울75사3500,202.85577420 
마을버스,안암교통_성북04_서울75사3293,202.66944915 
마을버스,종로운수_종로03_서울70사5508,202.62326021 
마을버스,합성마을_동작15_서울75사8764,202.44868472 
마을버스,종로운수_종로03_서울75사3171,202.18177792 
마을버스,신호운수_관악06_서울75사8917,202.11039763 
마을버스,청진교통_서초14_서울75사3259,202.10218802 
마을버스,신명운수_강동01_서울75사9708,202.00482197 
마을버스,일원교통_강남03_서울75사3332,201.90400723 
마을버스,정암운수_마포09_서울75사7762,201.70698501 
마을버스,경성운수_금천05_서울71사1588,201.66242961 
마을버스,명승운수_동작08_서울75사8715,201.22125279 
마을버스,한빛운수_광진05_서울74아1007,200.89491270 
마을버스,고척운수_구로05_서울75사5141,200.84150694 
마을버스,미향운수_강북10_서울75사3620,200.57316590 
마을버스,구의교통_광진04_서울71사1006,200.50430298 
마을버스,스마일버스_강남07_서울75사4100,200.41821245 
마을버스,금창운수_노원13_서울75사6810,200.37336741 
마을버스,합성마을_동작20_서울75사8765,200.29396098 
마을버스,염동운수_강서06_서울70사8119,200.07360820 
마을버스,우리마을버스_금천06_서울75사5229,199.65463225 
마을버스,대운교통_강서05_서울71사2507,199.16207902 
마을버스,성서교통_노원11_서울70사6802,199.07592796 
마을버스,진양교통_도봉09_서울75사3145,199.02285747 
마을버스,새롬교통_강남10_서울70사9292,198.83667026 
마을버스,선진운수_은평02_서울75사5396,198.78179953 
마을버스,쌍문운수_도봉06_서울70사6632,198.55827373 
마을버스,동호운수_성동05_서울75사3272,198.48460425 
마을버스,새한교통_강서01_서울70사8137,198.46293610 
마을버스,서북운수_서대문06_서울70사7253,197.98672479 
마을버스,쌍문운수_도봉06_서울70사6636,197.76458759 
마을버스,대영마을_영등포05_서울75사5325,197.60075398 
마을버스,미봉운수_강북05_서울75사3193,197.46650662 
마을버스,양재운수_서초08_서울70사9129,197.22940028 
마을버스,보라매운수_동작05_서울75사5002,197.17120379 
마을버스,대상운수_금천09_서울71사2514,197.14428671 
마을버스,양정운수_영등포09_서울75사5379,196.91140763 
마을버스,태영교통_용산02_서울75사5223,196.89617958 
마을버스,강동교통_강동05_서울75사9743,196.72871381 
마을버스,쌍문운수_도봉05_서울70사6631,196.71710208 
마을버스,태영교통_용산02_서울71사3502,196.30989060 
마을버스,아리랑교통_성북22_서울70사6593,196.26707491 
마을버스,청진교통_서초14_서울70사9124,196.26040664 
마을버스,연성운수_동작13_서울75사3634,196.17301971 
마을버스,오렌지교통_노원02_서울70사6904,196.02183532 
마을버스,대상운수_금천03_서울75사8304,195.89117449 
마을버스,대상운수_금천09_서울71사2515,195.81129495 
마을버스,금호교통_성동08_서울75사3319,195.76434325 
마을버스,종로운수_종로03_서울75사3170,195.69192547 
마을버스,성암운수_마포08_서울75사2792,195.59941068 
마을버스,태영교통_용산02_서울70사5714,195.50932292 
마을버스,대산교통_종로02_서울75사2009,195.24394255 
마을버스,보라매운수_동작05_서울75사8714,195.09403966 
마을버스,선흥상운_서초21_서울70사9106,195.08885220 
마을버스,일원교통_강남03_서울75사4002,194.98786889 
마을버스,은성운수_관악11_서울74사5270,194.94435098 
마을버스,대영마을_영등포05_서울70사8539,194.53951996 
마을버스,낙산운수_성동03-2_서울70사5941,194.28507984 
마을버스,고척운수_구로05_서울75사5147,194.21176147 
마을버스,서일교통_서초03_서울71사2901,193.89396627 
마을버스,미봉운수_강북05_서울71사1302,193.80693045 
마을버스,태진마을버스_영등포11_서울74사8413,193.72483809 
마을버스,종로운수_종로03_서울70사5507,193.64846777 
마을버스,대산교통_종로02_서울75사2008,193.46926920 
마을버스,아현운수_마포04_서울75사5113,193.39959696 
마을버스,새롬교통_강남10_서울70사9301,193.39109771 
마을버스,태현교통_동대문05_서울75사6113,193.09828151 
마을버스,우리마을버스_금천06_서울75사5259,193.06156877 
마을버스,노들운수_동작12_서울75사8781,193.04359425 
마을버스,금창운수_노원04_서울75사6814,193.01806670 
마을버스,정암운수_마포10_서울70사7757,192.69731175 
마을버스,나경운수_종로05_서울75사3018,192.59123225 
마을버스,경성운수_금천05_서울75사5230,191.81700144 
마을버스,합성마을_동작15_서울75사8763,191.02334604 
마을버스,태영교통_용산02_서울70사6801,190.68487547 
마을버스,쌍문운수_도봉07_서울70사6605,190.04347268 
마을버스,낙산운수_성동03_서울75사3215,189.93688934 
마을버스,성서교통_노원05_서울75사3577,189.48973063 
마을버스,스마일버스_강남07_서울75사6127,189.34411649 
마을버스,성서교통_노원11_서울75사3113,189.11296036 
마을버스,진양교통_도봉08_서울75사3144,188.53942864 
마을버스,진양교통_도봉09_서울75사3572,187.95039412 
마을버스,한강운수_영등포12_서울75사3383,187.88680993 
마을버스,약수교통_종로13_서울70사5516,187.85070814 
마을버스,성서교통_노원11_서울70사6803,187.66603060 
마을버스,아리랑교통_성북22_서울75사3091,187.60913052 
마을버스,대상운수_금천03_서울75사8303,187.60104384 
마을버스,서애운수_서초11_서울75자3247,187.52256781 
마을버스,와룡운수_종로08_서울75사3611,187.08653282 
마을버스,선진운수_은평02_서울70사7004,187.08547950 
마을버스,길음운수_성북09_서울75사3036,186.96881086 
마을버스,부민운수_강서03_서울75사8109,186.90878339 
마을버스,서초그린교통_서초02_서울75사3149,186.84458919 
마을버스,구의교통_광진04_서울71사1005,186.57717854 
마을버스,한마음교통_노원09_서울75사3550,186.52221654 
마을버스,연성운수_동작13_서울75사3633,186.28929183 
마을버스,인헌운수_관악05_서울70사9084,186.20957993 
마을버스,부일교통_서대문01_서울75사5370,186.20063737 
마을버스,스마일버스_강남07_서울75사3373,185.84091216 
마을버스,아현운수_마포04_서울70사7703,185.70208736 
마을버스,나경운수_종로05_서울70사5520,185.47132891 
마을버스,길음운수_성북08_서울70사6435,185.21701079 
마을버스,새롬교통_강남10_서울70사9234,185.21520961 
마을버스,영운교통_은평06_서울75사5108,185.21188386 
마을버스,구의교통_광진04_서울71사1001,184.69708227 
마을버스,미향운수_강북10_서울75사3658,184.54240449 
마을버스,사당3동_동작07_서울75사8701,182.88063072 
마을버스,서일교통_서초03_서울70사9287,182.59257544 
마을버스,태영교통_용산02_서울71사3501,182.56369047 
마을버스,화인운수_동작09_서울75사8792,182.33120721 
마을버스,쌍문운수_도봉06_서울75사3456,182.23411590 
마을버스,신수동마을_마포11_서울70사7806,181.98957853 
마을버스,성암운수_마포08_서울70사7719,181.96977209 
마을버스,새롬교통_강남10_서울70사9289,181.78320304 
마을버스,대진여객_성북07_서울75사3081,181.68307468 
마을버스,대림운수_영등포04_서울70사8532,181.45220913 
마을버스,선진운수_은평04_서울70사7005,181.42076116 
마을버스,태진마을버스_영등포11_서울74사8433,181.25334196 
마을버스,인수운수_강북01_서울75사3573,181.13896158 
마을버스,광장운수_광진01_서울71사1012,181.07102998 
마을버스,대영마을_영등포05_서울70사8503,181.05015531 
마을버스,쌍문운수_도봉06_서울75사3472,180.77064492 
마을버스,신수동마을_마포17_서울70사7809,180.69499172 
마을버스,서일교통_서초03_서울70사9247,180.48974592 
마을버스,갈현운수_은평09_서울70사7117,180.43292221 
마을버스,우리마을버스_금천06_서울75사5389,180.27093541 
마을버스,수빈운수_구로10_서울70사8337,180.01968414 
마을버스,염동운수_강서06_서울71사2276,180.01782242 
마을버스,수빈운수_구로10_서울70사8321,179.89840731 
마을버스,종로운수_종로03_서울75사2007,179.79992647 
마을버스,성서교통_노원05_서울75사3580,179.53407299 
마을버스,부생운수_서초15_서울71사2914,179.43261750 
마을버스,낙산운수_성동03_서울75사3241,179.02098037 
마을버스,성암운수_마포08_서울70사7731,178.87991294 
마을버스,금호교통_성동08_서울75사5315,178.51063516 
마을버스,응봉운수_성동02_서울75사3566,178.41352802 
마을버스,명승운수_동작08_서울75사8717,178.23451199 
마을버스,새롬교통_강남10_서울70사9291,178.22402995 
마을버스,금호교통_성동08_서울75사5316,177.61169467 
마을버스,한강운수_영등포12_서울70사8511,177.55667120 
마을버스,미향운수_강북10_서울75사3619,177.49713175 
마을버스,오봉운수_구로02_서울75사5066,177.42227204 
마을버스,한강운수_영등포12_서울75사5127,177.36968957 
마을버스,양재운수_서초08_서울70사9127,176.89651530 
마을버스,수빈운수_구로10_서울70사8336,176.85014382 
마을버스,한마음교통_노원09_서울75사3551,176.74644478 
마을버스,금호교통_성동08_서울75사5304,176.43659934 
마을버스,새롬교통_강남10_서울70사9302,176.32894870 
마을버스,대영마을_영등포05_서울70사8558,176.23530608 
마을버스,금호교통_성동08_서울75사3317,176.20680202 
마을버스,양정운수_영등포09_서울75사5236,176.09948758 
마을버스,신수동마을_마포17_서울75사5257,175.79953000 
마을버스,양정운수_영등포09_서울70사8518,175.66764820 
마을버스,홍제교통_서대문09_서울75사5090,175.55235326 
마을버스,갈현운수_은평09_서울70사7131,174.40840136 
마을버스,성서교통_노원05_서울75사3042,174.40826446 
마을버스,성암운수_마포08_서울75사5123,174.38142374 
마을버스,연성운수_동작13_서울75사8817,174.31050073 
마을버스,약수교통_성북20_서울70사5523,173.55177272 
마을버스,수빈운수_구로10_서울70사8383,173.38748183 
마을버스,우리마을버스_금천06_서울71사2628,173.18090796 
마을버스,홍제교통_서대문09_서울75사5190,173.16868622 
마을버스,은곡운수_강남06_서울75사3289,173.15901164 
마을버스,보라매마을버스_동작05-1_서울75사8712,173.14105202 
마을버스,새한교통_강서01_서울75사5109,172.87045252 
마을버스,한빛운수_광진05_서울70사9675,172.82289080 
마을버스,태화운수_서대문08_서울70사7225,172.79437277 
마을버스,서북운수_서대문06_서울75사5175,172.72964492 
마을버스,인헌운수_관악02_서울75사5165,172.66015615 
마을버스,금양운수_용산04_서울71사1008,172.64660634 
마을버스,웅산교통_마포02_서울75사5134,172.42425494 
마을버스,새한교통_강서01_서울75사5414,172.20828217 
마을버스,대영마을_영등포05_서울70사8505,171.78105190 
마을버스,금호교통_성동08_서울75사3318,171.69302329 
마을버스,아리랑교통_성북22_서울70사6594,171.64482083 
마을버스,하이상운_강북12_서울73바1316,171.36453278 
마을버스,범일운수_금천01_서울71사2512,170.98913528 
마을버스,노들운수_동작03_서울75사8833,170.70581019 
마을버스,신수동마을_마포11_서울75사5256,170.00628635 
마을버스,한강운수_영등포13_서울75사5905,169.99720782 
마을버스,하이상운_강북12_서울71사1214 ,169.79913320 
마을버스,성암운수_마포08_서울70사7730,169.60501112 
마을버스,대산교통_종로01_서울70사5505,169.50927768 
마을버스,신호운수_관악06_서울75사8916,169.07222010 
마을버스,홍제교통_서대문09_서울75사5097,168.69992111 
마을버스,대산교통_종로02_서울70사5509,168.29155013 
마을버스,구의교통_광진03_서울75사3351,168.02249104 
마을버스,복지운수_강북09_서울75사3640,167.99859609 
마을버스,금호교통_성동08_서울70사5930,167.73042269 
마을버스,웅산교통_마포01_서울70사7754,167.59397928 
마을버스,한빛운수_광진05_서울70사9676,167.54293814 
마을버스,일원교통_강남03_서울70사9437,167.50875860 
마을버스,난곡운수_관악10_서울75사5228,167.32615698 
마을버스,금창운수_노원03_서울75사6811,167.18179360 
마을버스,합성마을_동작14_서울75사8708,167.04116855 
마을버스,중랑운수_중랑02_서울75사6218,166.81684833 
마을버스,쌍문운수_도봉06_서울75사3167,166.81236308 
마을버스,대림운수_영등포04_서울70사8530,166.80085752 
마을버스,석계운수_성북14_서울70사6566,165.93034379 
마을버스,중랑운수_중랑02_서울75사6226,165.87008629 
마을버스,대산교통_종로01_서울75사2011,165.49169924 
마을버스,우리교통_양천04_서울70사7911,165.44844024 
마을버스,수빈운수_구로10_서울70사8363,165.38694780 
마을버스,범일운수_금천02_서울75사5172,164.93634041 
