관리번호,자치구,AP별 이용량(GB)
WF201078,강동구,150.6237339 
HT210102,중구,150.6026281 
WF190334,금천구,150.5808174 
WF190072,강동구,150.5228265 
GD150003,강동구,150.4911866 
SB020025,성북구,150.4754891 
EP010008,은평구,150.4431810 
EP000055,은평구,150.3686179 
WF171738,금천구,150.3522560 
WF191182,중랑구,150.3470823 
GJ090009,광진구,150.3251314 
DB120008,도봉구,150.2589506 
SD000130,성동구,150.2322032 
SD000154,성동구,150.2057163 
WF120149,서초구,150.1846832 
YDP160002,영등포구,150.1547028 
WF190151,강서구,149.9237236 
GS040050,강서구,149.9157062 
WF160130,마포구,149.9105611 
NW000003,노원구,149.8468691 
JN120004,중랑구,149.8024219 
GR070024,구로구,149.7605449 
JG190001,중구,149.6487951 
EP050014,은평구,149.6432065 
JR050010,종로구,149.4281068 
SD000217,성동구,149.3990807 
EP110020,은평구,149.3582362 
WN003816,성동구,149.3544969 
GB030005,강북구,149.3478142 
SD000203,성동구,149.3290604 
GC060043,금천구,149.3270403 
WF181222,마포구,149.2703731 
WF190487,도봉구,149.2017313 
WF172292,서초구,149.1991169 
SDM050081,서대문구,149.1868457 
SB160007,성북구,149.1649905 
SP260087,송파구,149.1172304 
GS170039,강서구,149.0373627 
EP050008,은평구,148.9774469 
WF190720,서초구,148.8642444 
GS050029,강서구,148.7798403 
JG000058,중구,148.6131166 
WF120026,노원구,148.6006757 
GN010116,강남구,148.5902087 
SD000401,성동구,148.5770307 
EP090007,은평구,148.5763923 
GA070012,관악구,148.5368065 
WF171201,용산구,148.4264804 
GR060052,구로구,148.4243163 
WF191189,중랑구,148.3681164 
SD000292,성동구,148.3619852 
WF201308,노원구,148.3026685 
GR000009,구로구,148.1916578 
GR090022,구로구,148.1699090 
WF120055,서초구,148.0821486 
WF110247,중구,148.0446427 
WF190882,영등포구,147.7327186 
NW190009,노원구,147.6657461 
GD130074,강동구,147.6019292 
YDP260002,영등포구,147.5746345 
WF110238,중구,147.5731925 
JG170003,중구,147.5438109 
MP010062,마포구,147.5259693 
WF190035,강남구,147.4118457 
GR060033,구로구,147.3112963 
GS190025,강서구,147.1980651 
SP260022,송파구,147.1411993 
EP060002,은평구,147.0858143 
YC170108,양천구,147.0670899 
WN000707,도봉구,146.7572665 
GA070071,관악구,146.7296359 
SD000286,성동구,146.7087953 
WF142518,종로구,146.5053593 
SD000420,성동구,146.4200627 
GR040038,구로구,146.4101429 
EP020018,은평구,146.4029849 
YC150022,양천구,146.1650293 
WF171439,노원구,146.1432263 
HT210089,종로구,146.1348176 
SP260067,송파구,146.1192204 
GR000021,구로구,146.1037648 
WF121278,노원구,145.9392519 
WN003917,성동구,145.9337178 
GA070068,관악구,145.9100982 
WF191218,용산구,145.8509477 
WF120426,중구,145.8494113 
SD000021,성동구,145.8098865 
WF190019,강남구,145.7721733 
MP020055,마포구,145.7672677 
NW040008,노원구,145.7215580 
GS080040,강서구,145.7050296 
WF190283,구로구,145.5900706 
GS060060,강서구,145.5428273 
WF120130,서초구,145.3906752 
EP010006,은평구,145.3354089 
WF171267,동대문구,145.2630674 
WN003859,성동구,145.2621151 
GR030068,구로구,145.1522888 
WF190386,노원구,145.0982284 
EP060005,은평구,145.0395480 
GR030054,구로구,145.0308172 
SD000448,성동구,145.0231561 
SP260048,송파구,145.0120872 
DB010004,도봉구,144.9933651 
GR110011,구로구,144.9888335 
WN000692,도봉구,144.9720399 
WF201402,동대문구,144.8767122 
WF190464,노원구,144.8683372 
GB130009,강북구,144.8525385 
GB030011,강북구,144.7934394 
WF201220,광진구,144.7679432 
HT210144,용산구,144.7597464 
SD000327,성동구,144.4930908 
WF181043,광진구,144.3918991 
WF200050,중구,144.2293104 
SD000402,성동구,144.1908147 
MP010018,마포구,144.1859300 
WN003952,성동구,144.1702495 
WF110245,중구,144.1589583 
WF200012,중구,144.1091845 
WF205014,종로구,144.1060605 
GN110098,강남구,143.9818332 
SC000067,서초구,143.9761739 
WF190921,영등포구,143.9240318 
GS110044,강서구,143.9047137 
WF200141,서초구,143.8629533 
WF201526,성동구,143.6418513 
SD000287,성동구,143.5681768 
GR040049,구로구,143.3858912 
WF120112,서초구,143.3846698 
SP260002,송파구,143.3835743 
WF201064,강동구,143.3357453 
WF110181,중구,143.3190753 
WF140073,중구,143.2451453 
EP090012,은평구,143.1902923 
GR050023,구로구,143.0513753 
SB020011,성북구,143.0205542 
GS050070,강서구,142.9988514 
EP170004,은평구,142.8377985 
HT210016,중구,142.7902663 
GS150036,강서구,142.6881482 
WF171714,금천구,142.6794761 
SC170008,서초구,142.5865851 
WF171748,금천구,142.5650331 
GN070047,강남구,142.5396364 
MP010065,마포구,142.5081862 
GJ080006,광진구,142.3965753 
SD000171,성동구,142.3885335 
GN170008,강남구,142.3766151 
DDM160001,동대문구,142.3601719 
GD130062,강동구,142.2364127 
GA170001,관악구,142.1217681 
WF171351,도봉구,142.1146279 
WF171997,서초구,142.0454837 
WF192028,마포구,141.8397694 
WF120022,노원구,141.8352051 
WF181093,도봉구,141.6515548 
WF140021,광진구,141.5118803 
WF190047,강남구,141.4721380 
GA070054,관악구,141.3697622 
EP160021,은평구,141.3283757 
WF201391,도봉구,141.3258228 
GS140045,강서구,141.2449778 
WF190170,강서구,140.6164169 
WF191205,마포구,140.6123901 
GS080044,강서구,140.5351747 
HT210056,중구,140.4335775 
SD000206,성동구,140.3129597 
SD000490,성동구,140.2558015 
WF181157,은평구,140.1981272 
GS190038,강서구,140.1183893 
SD000066,성동구,140.0865731 
WF120182,성동구,140.0838969 
WF201095,강동구,140.0473650 
EP110019,은평구,139.9993053 
GR040034,구로구,139.8085325 
SD000126,성동구,139.7355777 
DBGURUCUS002,도봉구,139.6292490 
WF190627,마포구,139.6192874 
HT210125,동대문구,139.4249877 
SD000293,성동구,139.3272425 
HT210011,중구,139.0062497 
WF190538,동작구,138.9598606 
WF171768,금천구,138.8023920 
GS060086,강서구,138.7991201 
JG000038,중구,138.7719010 
SP260004,송파구,138.7619152 
WF201652,용산구,138.5842390 
WF190521,동대문구,138.4069670 
WF171296,성북구,138.3960138 
YC030010,양천구,138.3718359 
EP000070,은평구,138.2329629 
JG190009,중구,138.2166810 
WF160140,마포구,138.2165498 
WF171778,금천구,138.0841365 
WF140014,광진구,138.0476979 
DB040010,도봉구,137.7779344 
WF110246,중구,137.7739845 
WF201433,동작구,137.7157539 
SB090009,성북구,137.7018391 
WF190110,강북구,137.6218237 
WF171237,성동구,137.5409065 
NW190005,노원구,137.5093935 
HT210180,송파구,137.4803364 
WF190835,양천구,137.4690310 
WF201135,강동구,137.4502207 
WF205016,중구,137.4200492 
WF201681,용산구,137.3554544 
WF190858,양천구,137.3043202 
GR060032,구로구,137.1593955 
WF171465,노원구,137.1474183 
SD000276,성동구,137.1299635 
WF190830,양천구,137.1289837 
WF120276,종로구,137.1170019 
SD000143,성동구,137.0705113 
WF172298,서초구,137.0240233 
GB070021,강북구,136.9766005 
WN003966,성동구,136.8558684 
WF170022,중구,136.8488102 
WF201227,광진구,136.6977376 
WN200046,강남구,136.6851579 
WF201014,강남구,136.5933154 
YDP000053,영등포구,136.5378366 
GS060083,강서구,136.5138338 
JN100008,중랑구,136.4861240 
GS200009,강서구,136.4403006 
GR040020,구로구,136.4311586 
SD000261,성동구,136.3817909 
WN003802,성동구,136.3588117 
WF190673,서대문구,136.2252419 
WF172062,서초구,136.2070052 
HT210015,중구,136.1840288 
WF201566,송파구,136.1321736 
WF201147,강서구,136.1305586 
GS050068,강서구,136.1222212 
HT210025,중구,136.0982575 
GS110018,강서구,136.0976312 
YS000006,용산구,136.0962000 
WN003959,성동구,135.9935612 
SD000190,성동구,135.9621260 
GS040053,강서구,135.8472762 
SB140007,성북구,135.8420281 
GN070079,강남구,135.8316463 
WF190232,광진구,135.7680870 
WF190234,광진구,135.7046900 
WF171877,관악구,135.6490325 
SDM080007,서대문구,135.5292474 
SB180003,성북구,135.3848918 
SDM050073,서대문구,135.2751690 
WF171196,용산구,135.2726959 
DB020010,도봉구,135.2699231 
WN000702,도봉구,135.2244818 
DB140005,도봉구,135.1972618 
NW080001,노원구,135.1794536 
WF140040,은평구,135.1525544 
HT210081,종로구,135.1185048 
SD000366,성동구,134.9970298 
GS100087,강서구,134.9813965 
NW110011,노원구,134.8878563 
DB030006,도봉구,134.8200664 
NW110008,노원구,134.7792484 
WF160123,마포구,134.6745299 
WF120161,서초구,134.6320413 
EP070009,은평구,134.6271297 
MP010053,마포구,134.6210186 
WF181158,은평구,134.5304015 
EP060006,은평구,134.4426565 
GA010001,관악구,134.4231681 
GC100008,금천구,134.4171633 
WF190615,동작구,134.3816439 
WF201488,서대문구,134.3086896 
HT210101,중구,134.2680991 
EP080008,은평구,134.2572893 
GR030030,구로구,134.2320763 
DDM000026,동대문구,134.2173308 
WF190663,서대문구,134.1891312 
SP260094,송파구,134.1444333 
SP260053,송파구,134.1145708 
MP030023,마포구,134.0603757 
YDP290004,영등포구,133.8739210 
JN080009,중랑구,133.8508197 
HT210165,송파구,133.8014540 
WF170009,중구,133.7057663 
HT210006,중구,133.7057433 
WF2020106,동대문구,133.6080216 
WF190217,관악구,133.4527707 
GR070021,구로구,133.4141166 
WF190419,노원구,133.3642059 
YC180010,양천구,133.3599832 
EP170008,은평구,133.3231642 
SD000241,성동구,133.3218737 
WF190961,용산구,133.2855940 
GS070029,강서구,133.2556854 
WF110191,중구,133.2465322 
SD000038,성동구,133.1679755 
GS200059,강서구,133.1452621 
MP010030,마포구,133.0839987 
SD000330,성동구,133.0831608 
WF161901,마포구,133.0326394 
GR030034,구로구,133.0146512 
WN000663,도봉구,133.0049399 
WF171739,금천구,132.9717298 
DB010008,도봉구,132.9545680 
WF171812,금천구,132.8170859 
GJ060010,광진구,132.7690257 
GS170057,강서구,132.7624656 
WN003823,성동구,132.7514530 
SD000048,성동구,132.7105629 
GS150009,강서구,132.6076501 
SD000363,성동구,132.3912350 
EP170013,은평구,132.3501433 
WF200090,중구,132.3472300 
GS090053,강서구,132.3077120 
EP110024,은평구,132.2555989 
WN003821,성동구,132.2490017 
DB050008,도봉구,132.1764988 
WF190530,동대문구,132.1097832 
SD000489,성동구,132.0690350 
NW190016,노원구,132.0258620 
GS200054,강서구,131.9401802 
EP100019,은평구,131.9307238 
GR040037,구로구,131.7739493 
GS120074,강서구,131.7334036 
YS000050,용산구,131.7252185 
WF201852,강동구,131.6857540 
WF200158,서초구,131.6173574 
WF172027,서초구,131.6001309 
WF190468,노원구,131.5996651 
HT210143,영등포구,131.5452479 
WN003914,성동구,131.5192684 
GA140002,관악구,131.5165911 
EP110010,은평구,131.3643139 
GN070087,강남구,131.3572016 
GS160039,강서구,131.3521420 
WF130037,중구,131.3200693 
MP020052,마포구,131.2970203 
WF120328,중구,131.2801363 
WF181023,중구,131.1880505 
WF172002,서초구,131.0109120 
GS020033,강서구,130.9354634 
SP260097,송파구,130.9087394 
GS080007,강서구,130.8899193 
WF190885,영등포구,130.8618258 
WF201750,중구,130.7255028 
NW160040,노원구,130.6327996 
WF190206,관악구,130.6307165 
GN070095,강남구,130.5670410 
GR020010,구로구,130.5344373 
DB090005,도봉구,130.5312603 
WF120108,서초구,130.3415516 
JN010004,중랑구,130.2219607 
SD000325,성동구,130.2121097 
HT210026,중구,130.1386016 
WF161209,관악구,130.0654031 
EP160030,은평구,130.0120237 
WF200153,서초구,130.0070050 
GR060024,구로구,129.9839393 
EP080006,은평구,129.9830122 
EP170009,은평구,129.9779833 
SDM150011,서대문구,129.8985679 
HT210185,송파구,129.8881075 
WF191028,은평구,129.7857496 
GS100089,강서구,129.7413066 
YS170024,용산구,129.6945483 
SD000067,성동구,129.6905179 
WF201595,양천구,129.5826369 
WF201384,도봉구,129.5294032 
WF201051,강동구,129.5028076 
EP170001,은평구,129.4863718 
HT210166,송파구,129.4779793 
WF120152,서초구,129.4698467 
YC170012,양천구,129.4416314 
HT210002,중구,129.4278528 
MP030011,마포구,129.4049982 
JN060003,중랑구,129.3924482 
WF171718,금천구,129.2732417 
GS150032,강서구,129.2254207 
GB110015,강북구,129.1883366 
EP140001,은평구,129.0870281 
WF190849,양천구,129.0213774 
MP010028,마포구,129.0061844 
WF201305,노원구,128.9832903 
WF120111,서초구,128.9829260 
WF190845,양천구,128.9195131 
WF171563,마포구,128.9133874 
GS050028,강서구,128.8194105 
WF201653,용산구,128.6433537 
YDP140002,영등포구,128.5474537 
WF190169,강서구,128.4735680 
WF200077,중구,128.4541536 
GS080050,강서구,128.4218862 
WF190626,마포구,128.3561208 
WF190231,광진구,128.3004062 
GS060029,강서구,128.2925796 
WF201406,동대문구,128.2357417 
EP120021,은평구,128.2114565 
WF120002,강남구,128.0813286 
WF190298,구로구,128.0569984 
GS010049,강서구,127.9073793 
NW040004,노원구,127.8955219 
WF171199,용산구,127.8531053 
GS130191,강서구,127.8488125 
WF120442,중구,127.8452122 
SD000095,성동구,127.7371798 
WF190389,노원구,127.7291111 
WF181171,은평구,127.6766342 
WF171639,강서구,127.5204097 
GB130017,강북구,127.4829042 
NW190006,노원구,127.4596205 
SD000218,성동구,127.4574849 
GS180029,강서구,127.4032323 
WF120097,서초구,127.3467345 
HT210082,종로구,127.2800693 
WF171233,성동구,127.2755583 
DB010018,도봉구,127.2705469 
WF190987,은평구,127.2061642 
HT210010,중구,127.1830691 
HT210023,중구,127.1709317 
EP170016,은평구,127.1445147 
EP100015,은평구,127.1150256 
JN150005,중랑구,126.9799937 
DB060002,도봉구,126.9153625 
GN010114,강남구,126.9125815 
GN090001,강남구,126.9014914 
SD000408,성동구,126.8832414 
WF190916,영등포구,126.7820093 
GS030026,강서구,126.7117661 
NW010020,노원구,126.6728152 
WF201519,성동구,126.6483820 
GD130046,강동구,126.6280746 
SB020010,성북구,126.5802476 
WF171713,금천구,126.4832855 
SD000229,성동구,126.4688771 
GS090027,강서구,126.3570702 
GS050072,강서구,126.3384670 
WF190152,강서구,126.3217755 
NW120004,노원구,126.2372671 
GS120079,강서구,126.2167869 
WF201507,서초구,126.1914929 
EP140003,은평구,126.1722583 
GD130038,강동구,126.1289254 
WF201062,강동구,125.9646009 
WF181338,강남구,125.9375228 
GS180106,강서구,125.9315367 
GR060034,구로구,125.8817179 
SDM150010,서대문구,125.8596315 
GR030048,구로구,125.8574706 
EP010017,은평구,125.8472210 
WF190771,성북구,125.8346246 
GA070056,관악구,125.8153750 
JG000062,중구,125.7639193 
WF120241,은평구,125.7278902 
GS120027,강서구,125.7009798 
YC140014,양천구,125.6315492 
SB140009,성북구,125.4567234 
WF200148,서초구,125.3599324 
WF160193,마포구,125.2577523 
GR010024,구로구,125.2559325 
EP070017,은평구,125.1421339 
GS080042,강서구,125.1324735 
HT210021,중구,125.0600641 
WF191045,종로구,125.0597432 
WF120109,서초구,125.0050759 
WF181019,중구,124.9805025 
WF190352,금천구,124.8288522 
WF171725,금천구,124.7433062 
SD000082,성동구,124.7397184 
SD000288,성동구,124.6409933 
MP020006,마포구,124.5809302 
WF171741,금천구,124.5766040 
YDP030002,영등포구,124.5420458 
GD150005,강동구,124.5252160 
WF190145,강서구,124.5006465 
GA070084,관악구,124.4749380 
JG000057,중구,124.3826589 
WF200199,중구,124.3216432 
SD000196,성동구,124.3153130 
WF171686,금천구,124.3057945 
WF181258,금천구,124.1174376 
GR070006,구로구,124.0960775 
WF190128,강서구,124.0655501 
WF110240,중구,123.9886086 
WF199010,중구,123.9397984 
WF181345,송파구,123.8982275 
GS200047,강서구,123.8880224 
GS090058,강서구,123.8597147 
WF201123,강동구,123.8365250 
SD000192,성동구,123.8280767 
GJ090015,광진구,123.8030611 
WF190317,구로구,123.6889871 
WF190432,노원구,123.5670635 
DB110031,도봉구,123.4274519 
WF201496,서초구,123.4166928 
WF172274,도봉구,123.4061647 
WF181218,마포구,123.2723929 
SC000023,서초구,123.2417501 
JN120005,중랑구,123.2172417 
YDP240002,영등포구,123.2012759 
GB010004,강북구,123.1472316 
GS170056,강서구,122.9969897 
GD130032,강동구,122.9014403 
WF181126,노원구,122.8893564 
WF201682,용산구,122.8210217 
DB140016,도봉구,122.7970788 
WN003904,성동구,122.7861883 
SD000412,성동구,122.7471182 
WF201588,양천구,122.7081837 
NW160042,노원구,122.6612205 
NW140003,노원구,122.6081291 
SD000054,성동구,122.4813478 
SD000253,성동구,122.4747560 
GS060061,강서구,122.3820206 
HT210183,송파구,122.3491592 
WF171298,성북구,122.3290743 
DB010021,도봉구,122.3282746 
GR060001,구로구,122.2552916 
WF190647,마포구,122.2086313 
MP010068,마포구,122.1661841 
DBGURUCUS018,도봉구,122.1432539 
WF201363,도봉구,122.1425062 
WF171409,노원구,122.1319741 
WF161067,강남구,122.1136520 
WF201748,중구,122.0194779 
WF201401,동대문구,121.9962973 
WF191048,종로구,121.9100392 
GR120004,구로구,121.8465246 
WF181191,서대문구,121.8337460 
JN030009,중랑구,121.8029649 
WF190164,강서구,121.7483417 
WF171359,도봉구,121.7414348 
NW010014,노원구,121.7051534 
JG160008,중구,121.6016172 
WF131585,노원구,121.4072046 
SD000030,성동구,121.3482488 
WF160192,마포구,121.3478861 
SP140006,송파구,121.2311831 
EP070033,은평구,121.1908881 
EP030011,은평구,121.1030776 
WF201288,노원구,120.9776482 
EP000128,은평구,120.9565541 
WF171873,동작구,120.9127796 
WF171382,도봉구,120.8765365 
WF120119,서초구,120.8508043 
WF200042,중구,120.8273626 
EP100012,은평구,120.7713272 
WF170024,중구,120.7664320 
WF161032,강남구,120.7626107 
SDM150021,서대문구,120.7468397 
WF190696,서대문구,120.7391650 
GA110001,관악구,120.6981920 
EP020016,은평구,120.6805557 
WF190282,구로구,120.6741868 
GS040039,강서구,120.6586810 
EP010014,은평구,120.5548895 
GB020006,강북구,120.5105871 
WF190264,광진구,120.4733784 
WN003968,성동구,120.4652679 
GA180001,관악구,120.3705685 
HT210034,중구,120.3350492 
GA200002,관악구,120.3212529 
MP020014,마포구,120.3191787 
GS180123,강서구,120.2777826 
GS100036,강서구,120.2422967 
WN000698,도봉구,120.2174437 
GS080043,강서구,120.1187601 
GN070078,강남구,120.0687655 
MP030015,마포구,120.0235873 
WF130031,송파구,119.9730997 
GN220010,강남구,119.9337793 
SD000199,성동구,119.9131835 
SP260021,송파구,119.9052868 
SD000285,성동구,119.8710794 
GA070064,관악구,119.8444115 
SP260005,송파구,119.7823160 
GD130060,강동구,119.6774195 
JN090004,중랑구,119.6609676 
WF201037,강동구,119.6353029 
MP020002,마포구,119.5805789 
GN070084,강남구,119.5554333 
GR030007,구로구,119.5242126 
EP110014,은평구,119.4521122 
WF183006,종로구,119.4515325 
EP000084,은평구,119.3483379 
MP010020,마포구,119.3071925 
JN110006,중랑구,119.2569451 
JG190007,중구,119.1169440 
DB140004,도봉구,118.9471683 
WF171293,성북구,118.9320587 
GD130028,강동구,118.6464528 
WF170051,중구,118.5415133 
HT210133,송파구,118.3323015 
JR090001,종로구,118.3151171 
WF171481,노원구,118.2894389 
YDP140003,영등포구,118.2882006 
GS010062,강서구,118.2362554 
WF120047,서초구,118.2179291 
WF190004,강남구,118.0979160 
SD000051,성동구,118.0483409 
WF191231,용산구,118.0466323 
WF161913,마포구,117.9099361 
YS000033,용산구,117.9019529 
WF171501,노원구,117.8755717 
EP000060,은평구,117.8540619 
EP100011,은평구,117.7758271 
GS040042,강서구,117.7333715 
WF190959,용산구,117.6053309 
SD000129,성동구,117.5852201 
WF110134,중구,117.4939686 
WF162353,은평구,117.4043871 
WF192008,영등포구,117.3914468 
NW040009,노원구,117.3861186 
EP170017,은평구,117.3123903 
WF190101,강북구,117.2811157 
WN003938,성동구,117.2090304 
GB030009,강북구,117.1892017 
GR140032,구로구,117.1840730 
WF201562,송파구,117.1534296 
SD000065,성동구,117.1499448 
WF120304,중구,117.0870684 
GS130214,강서구,117.0405236 
WF190320,구로구,117.0159568 
EP000099,은평구,117.0123462 
GB070023,강북구,117.0076285 
GR070010,구로구,116.9185708 
GS050044,강서구,116.7799974 
WF120478,중구,116.7339090 
WF190783,성북구,116.7247177 
GJ030009,광진구,116.6688497 
SD000271,성동구,116.6294372 
YS170021,용산구,116.5682582 
DB130025,도봉구,116.5442251 
WF201295,노원구,116.5388047 
WF190967,은평구,116.4746653 
WF201122,강동구,116.4652546 
GS020034,강서구,116.4332478 
WF181103,노원구,116.4256353 
WF201358,도봉구,116.4208530 
JN010005,중랑구,116.3942778 
GS030007,강서구,116.3857479 
WN003913,성동구,116.3687623 
SD000296,성동구,116.3339244 
WF161207,관악구,116.3178777 
WF201660,용산구,116.2605945 
WF110165,중구,116.2161851 
EP080001,은평구,116.1786606 
SD000225,성동구,116.0934281 
DB120007,도봉구,116.0846711 
DBGURUCUS006,도봉구,116.0416847 
WF190501,동대문구,116.0359200 
GA030002,관악구,115.9558311 
WF171301,성북구,115.9031323 
WF191193,중랑구,115.8278428 
GR080001,구로구,115.8082780 
WF152845,중구,115.7064999 
GR060039,구로구,115.6710994 
EP000044,은평구,115.6598119 
GS120059,강서구,115.4921631 
GR050034,구로구,115.4832065 
HT210013,중구,115.4649426 
WF190213,관악구,115.4216070 
HT210196,송파구,115.1952688 
WF151633,노원구,115.1682629 
SD000423,성동구,115.1261119 
WF110056,중구,115.1077750 
WF120480,중구,115.0352269 
GS200060,강서구,115.0342446 
SC020001,서초구,114.9647354 
EP110005,은평구,114.9599941 
WF190027,강남구,114.8723678 
HT210096,중구,114.8414649 
WF171564,마포구,114.7418260 
WF172046,서초구,114.6794864 
GA070088,관악구,114.6434886 
JG000014,중구,114.5467577 
WF181365,강동구,114.5448917 
GN020025,강남구,114.4803633 
GS140044,강서구,114.4429214 
DB040013,도봉구,114.4309079 
GN120010,강남구,114.3912189 
WF190725,서초구,114.3893034 
EP000079,은평구,114.2211060 
WF191185,중랑구,114.1045253 
SD000040,성동구,114.0681415 
WF191120,중구,114.0079988 
WF171736,금천구,113.9887306 
WN003988,성동구,113.9799445 
WN003942,성동구,113.9739701 
WF171782,금천구,113.9699974 
GS100037,강서구,113.9070297 
WF190792,성북구,113.8729186 
WF120059,서초구,113.8415619 
WF190423,노원구,113.8017665 
SD000081,성동구,113.7619821 
MP010073,마포구,113.7307641 
NW160053,노원구,113.6620846 
GD130099,강동구,113.6379120 
WF201286,노원구,113.6033045 
SD000260,성동구,113.3592485 
EP000143,은평구,113.2733839 
GN050056,강남구,113.2673665 
YDP150002,영등포구,113.2027191 
WF181292,동작구,113.1957801 
SC000032,서초구,113.1537702 
WF120438,중구,113.1189748 
GS170005,강서구,113.0434204 
SDM150020,서대문구,112.9459208 
GB060005,강북구,112.8756785 
GR180015,구로구,112.8080654 
SP260060,송파구,112.8057526 
SD000326,성동구,112.8022665 
SD000488,성동구,112.7813970 
WF111077,노원구,112.7100909 
WF190356,금천구,112.7098328 
SC020005,서초구,112.7061617 
WN200045,강남구,112.6826113 
GS060040,강서구,112.6191696 
DB110017,도봉구,112.5759061 
WF142102,서대문구,112.5462358 
GS030044,강서구,112.4554380 
WF130039,중구,112.3930489 
GS120067,강서구,112.3900435 
SP260065,송파구,112.3666694 
GJ100042,광진구,112.3447071 
GA070055,관악구,112.3001507 
GR030032,구로구,112.2784894 
WF171200,용산구,112.2733704 
WF190070,강동구,112.2622065 
GD150010,강동구,112.1321909 
WF190616,동작구,112.0961560 
WF190328,금천구,112.0419770 
WF201470,마포구,112.0373701 
WF190405,노원구,111.9314840 
EP170018,은평구,111.9121983 
EP140011,은평구,111.8933167 
JR050005,종로구,111.8629057 
GR030013,구로구,111.8458251 
DDM160012,동대문구,111.8360475 
GA070025,관악구,111.7012712 
NW020006,노원구,111.6961707 
WF121366,동대문구,111.6443276 
YDP230001,영등포구,111.6007481 
GR050021,구로구,111.4314990 
WF201111,강동구,111.3982637 
WN003796,성동구,111.2981010 
WN004014,성동구,111.2966346 
WF181289,동작구,111.2448668 
WF171747,금천구,111.2306233 
DB070001,도봉구,111.2009909 
GS180110,강서구,111.1495171 
WF190161,강서구,111.1051823 
WF161208,관악구,111.0990393 
WF191091,종로구,111.0148835 
DB040006,도봉구,110.9938231 
WN003918,성동구,110.9386596 
WF120131,서초구,110.8992056 
EP070011,은평구,110.8668293 
WF171350,도봉구,110.8568621 
YDP080002,영등포구,110.7790003 
GR040039,구로구,110.5194288 
EP080012,은평구,110.4675799 
EP090003,은평구,110.4254399 
SD000020,성동구,110.4186299 
WN003973,성동구,110.3769933 
WF171309,성북구,110.3030458 
YDP240006,영등포구,110.2566613 
WF190551,동작구,110.2267693 
MP010092,마포구,110.2230304 
WF190608,동작구,110.1327959 
YS000035,용산구,110.0985431 
WF181254,강서구,110.0487559 
WF180004,종로구,110.0169263 
GR030051,구로구,109.9760253 
WF120415,중구,109.9739024 
GS130014,강서구,109.9583082 
GR000003,구로구,109.8828518 
GS160057,강서구,109.8694035 
WF181372,강동구,109.8371573 
EP030006,은평구,109.7495416 
DB140008,도봉구,109.7475976 
DB020005,도봉구,109.7218542 
EP100004,은평구,109.7135466 
MP020030,마포구,109.7070507 
GR040023,구로구,109.6826858 
WF201800,성동구,109.6806913 
GR030014,구로구,109.6198660 
WF171473,노원구,109.6123698 
SD000245,성동구,109.5722372 
WF171371,도봉구,109.5719708 
GN010119,강남구,109.5327659 
GR090029,구로구,109.5025313 
GC060045,금천구,109.4813773 
WF171631,강서구,109.4719492 
EP000015,은평구,109.4363198 
NW080002,노원구,109.4351582 
MP010047,마포구,109.4000853 
WF171763,금천구,109.2029174 
GN010120,강남구,109.1407608 
WF151653,노원구,109.0785504 
WF201142,강북구,109.0063602 
WF171792,금천구,108.9211892 
GS050043,강서구,108.9189049 
WF171277,중랑구,108.9023365 
GJ150005,광진구,108.8986107 
YDP070002,영등포구,108.8962105 
WF190900,영등포구,108.8415505 
GS170007,강서구,108.8238472 
GS160036,강서구,108.7964845 
WF201257,구로구,108.7849485 
SD000100,성동구,108.7765790 
SD000010,성동구,108.6777688 
WF190357,금천구,108.6749749 
YC140013,양천구,108.6266260 
EP100002,은평구,108.6135380 
GR080009,구로구,108.6043142 
GN010115,강남구,108.4911741 
WF190712,서대문구,108.4637650 
WF161217,관악구,108.3847625 
WF171585,양천구,108.3397107 
SD000133,성동구,108.1634945 
DB110021,도봉구,108.0965716 
GC060032,금천구,108.0730181 
GR030004,구로구,108.0456260 
YDP000056,영등포구,108.0348005 
WF171716,금천구,107.9463167 
WF201309,노원구,107.8928097 
EP130004,은평구,107.8910267 
WF201108,강동구,107.8733489 
WF110182,중구,107.7161823 
HT210049,중구,107.6854448 
EP120009,은평구,107.6845102 
SD000002,성동구,107.6628231 
SD000451,성동구,107.6393508 
GS060030,강서구,107.6327924 
JN100007,중랑구,107.6179176 
WF120120,서초구,107.6161483 
WF181118,노원구,107.5983300 
SB020013,성북구,107.5814902 
WF170039,중구,107.3756048 
GN050022,강남구,107.3494744 
YC170109,양천구,107.3294855 
GA020001,관악구,107.3265411 
WN003978,성동구,107.3121744 
WN003928,성동구,107.2678224 
GD130071,강동구,107.1519300 
GS170040,강서구,107.1125734 
WF201112,강동구,107.0718972 
GS130190,강서구,107.0332081 
GR030080,구로구,107.0188751 
WF190525,동대문구,107.0116160 
EP140009,은평구,106.9357614 
GS010045,강서구,106.9309478 
WF180006,중구,106.9021902 
YS000004,용산구,106.8690898 
GJ050001,광진구,106.8295714 
GS150030,강서구,106.8262364 
GS060024,강서구,106.7898953 
NW100013,노원구,106.7755805 
JN010010,중랑구,106.7691529 
DB010017,도봉구,106.6933228 
YDP330002,영등포구,106.6681227 
WF201254,구로구,106.5890696 
WF205017,중구,106.5333660 
EP170011,은평구,106.4735555 
SD000308,성동구,106.4708906 
MP020003,마포구,106.4215174 
WF171499,노원구,106.3766572 
GD130079,강동구,106.3637358 
