관리번호,자치구,AP별 이용량(GB)
WF171354,도봉구,350.5127974 
WF205023,은평구,350.4129579 
GR140046,구로구,350.3841319 
WF200181,중구,350.2199835 
WF181179,은평구,350.1106390 
WF120389,중구,350.0281678 
NW160067,노원구,349.6613716 
WF120433,중구,349.5339662 
SD000444,성동구,349.4724721 
YDP000006,영등포구,349.3861613 
YC040017,양천구,349.3108153 
WF205116,중구,349.2542726 
WF181128,노원구,349.1402425 
WF160042,마포구,349.0860439 
DDM000008,동대문구,349.0685966 
WF190857,양천구,348.9928074 
GS100027,강서구,348.9092123 
WF190023,강남구,348.8574323 
GA070008,관악구,348.4608140 
GS190016,강서구,348.4161259 
YC150024,양천구,348.4153379 
WF110093,중구,348.3362905 
WF120430,중구,348.1193999 
YC120037,양천구,348.0074872 
YC170059,양천구,347.7692037 
WF201115,강동구,347.7057178 
WF140039,은평구,347.4592914 
WF190091,강북구,347.4240307 
EP010010,은평구,347.3358471 
GS100077,강서구,347.3344474 
WF191029,은평구,347.2370663 
MP020050,마포구,346.7228998 
MP020078,마포구,346.4451969 
YC090005,양천구,346.3804292 
GR110013,구로구,346.1787611 
WF200056,중구,346.1695016 
WF172001,서초구,346.0626655 
WF160081,마포구,345.8930749 
WF152323,송파구,345.8509659 
SC030003,서초구,345.4689845 
GS180095,강서구,345.3479843 
JG000031,중구,345.1072221 
SP260074,송파구,345.0918442 
MP010023,마포구,344.9735079 
WN004004,성동구,344.7018713 
WF190817,송파구,344.4688616 
WF180010,중구,344.2789117 
GN090009,강남구,344.1597587 
WF181324,서초구,344.1161011 
GS160037,강서구,343.9375595 
WF110231,중구,343.9218504 
EP030007,은평구,343.6745870 
GA020003,관악구,343.5288464 
GR080023,구로구,343.4445963 
WF161276,관악구,343.3552525 
GA070067,관악구,343.0032671 
WF121258,구로구,342.9848442 
YC080022,양천구,342.7709440 
WF200108,서초구,342.7185546 
WF201795,양천구,342.7062493 
WF132042,성북구,342.5186555 
MP020077,마포구,342.4328881 
GB130010,강북구,342.3382420 
WF190853,양천구,341.8330328 
WF191069,종로구,341.7727305 
EP010018,은평구,341.6966985 
WF191014,은평구,341.5232714 
NW190011,노원구,341.4894835 
GN070076,강남구,341.3344668 
NW040003,노원구,341.0562389 
GA070053,관악구,340.9427214 
YC170086,양천구,340.8632768 
WF205001,중구,340.3977075 
WF190902,영등포구,340.2782182 
YC160017,양천구,340.2534067 
SIGMUL009,강서구,340.1743921 
YC040007,양천구,340.0259797 
WF200129,서초구,339.6402332 
MP010085,마포구,339.5602852 
HT210097,중구,339.4860159 
YDP000004,영등포구,339.4589043 
GB110032,강북구,339.4163207 
WF205125,중구,339.3730641 
MP020007,마포구,339.2111214 
MP020042,마포구,339.1909040 
GD130104,강동구,339.0881228 
WF191059,종로구,339.0833295 
WF190143,강서구,338.9761038 
GR030045,구로구,338.8748306 
GS080032,강서구,338.8011782 
WF172036,서초구,338.7413532 
WF201388,도봉구,338.5864044 
YS170013,용산구,338.4135754 
SD000194,성동구,338.3390608 
NW160006,노원구,338.1525484 
SIGMUL015,강서구,338.1091277 
WF131727,마포구,337.8175832 
MP010059,마포구,337.8158612 
SD000383,성동구,337.7359250 
GS100024,강서구,337.7093028 
EP000116,은평구,337.6599540 
GD130105,강동구,337.3947901 
WF120234,은평구,337.3886753 
YC050010,양천구,337.3569598 
SC170005,서초구,337.0663711 
WF190829,양천구,337.0212004 
YC120029,양천구,336.7484497 
WF140028,동대문구,336.6829224 
WF200154,서초구,336.4042373 
SB140001,성북구,336.3672228 
WF191084,종로구,336.2061206 
MP010054,마포구,336.1993553 
DDM000024,동대문구,336.1401826 
WF191236,중랑구,336.1090590 
SD000349,성동구,335.9818753 
WF190434,노원구,335.7509196 
JG000045,중구,335.7443608 
GS060070,강서구,335.6568827 
WF120445,중구,335.6097765 
YS170010,용산구,335.5925057 
WF110112,중구,335.4963816 
GD130080,강동구,335.4748436 
WN003881,성동구,335.4669791 
WF200078,중구,335.4540004 
GS080028,강서구,335.4243212 
WF190196,강서구,335.1773248 
GN090002,강남구,335.1693227 
SD000006,성동구,334.4440411 
SP260050,송파구,334.2627222 
GN070062,강남구,334.2236059 
WF120419,중구,334.1820543 
WF172296,서초구,334.0372979 
WF200072,중구,333.8398861 
WN003819,성동구,333.8096363 
JG000013,중구,333.5065722 
GJ030005,광진구,333.4177318 
WF190240,광진구,333.1255953 
MP010027,마포구,333.0731267 
MP010058,마포구,333.0677066 
EP110007,은평구,333.0107653 
WF140050,은평구,332.7259422 
WF200101,은평구,332.7096183 
WF141990,동작구,332.5983710 
GA190001,관악구,332.4997554 
SIGMUL039,강서구,332.1918187 
YC020012,양천구,332.1837563 
WF120199,성동구,332.0594918 
WF181015,중구,331.9147479 
WF200085,중구,331.9137237 
GS090045,강서구,331.6198851 
DB010005,도봉구,331.5643623 
WF121354,동대문구,331.5075725 
YC080013,양천구,331.4725336 
GN070077,강남구,331.4356276 
YS000065,용산구,331.2816866 
WF190221,관악구,330.6851576 
DB050011,도봉구,330.6533297 
WF171779,금천구,330.6163499 
WF110114,중구,329.8505401 
WF120460,중구,329.8007820 
WF120310,중구,329.5191173 
JN020003,중랑구,329.2913954 
WF190197,강서구,329.0145053 
SD000181,성동구,328.5666063 
MP010074,마포구,328.5307596 
WF160080,마포구,328.3592040 
WF190270,구로구,328.2914052 
WF190641,마포구,328.2784098 
WF190624,마포구,328.2360846 
DB090006,도봉구,328.2151801 
YDP190003,영등포구,327.9121050 
WF190818,송파구,327.7954239 
GS100030,강서구,327.7486108 
WF190349,금천구,327.5262745 
WN003984,성동구,327.4962327 
MP020020,마포구,327.4539836 
YC170094,양천구,327.1676648 
WF120124,서초구,327.1419193 
WF120049,서초구,327.0520115 
WF190235,광진구,327.0197949 
WF191162,중구,326.5981127 
SD000436,성동구,326.4856508 
WF132240,용산구,326.3054487 
WF200007,중구,326.1237311 
SD000110,성동구,326.0935448 
SP260068,송파구,326.0697828 
GR050014,구로구,325.8257425 
SC000064,서초구,325.8000429 
WF171933,관악구,325.6693833 
GR110023,구로구,325.4665469 
WF110242,중구,325.3246798 
NW100008,노원구,325.2009151 
WF200037,중구,325.1730634 
DDM000005,동대문구,325.0918325 
JG000027,중구,324.8310603 
GB110003,강북구,324.7724705 
WF200115,서초구,324.6604789 
YC120026,양천구,324.6522066 
WF191082,종로구,324.5867141 
SP260045,송파구,324.5858752 
WF172291,서초구,324.4152598 
EP130010,은평구,324.3600987 
WF110186,중구,324.3319196 
SC000060,서초구,323.8671214 
GS010011,강서구,323.8488518 
NW110003,노원구,323.5312782 
WF200071,중구,323.0773006 
WF171808,금천구,323.0360310 
JR140004,종로구,322.9737886 
WF205122,중구,322.9402412 
WF161313,관악구,322.7543437 
SDM040006,서대문구,322.6574246 
YC060013,양천구,322.6018488 
YC150010,양천구,322.5712696 
WF110248,중구,322.4638474 
WF110207,중구,322.4598162 
YC120019,양천구,322.3855757 
SP260012,송파구,322.3090725 
SIGMUL014,강서구,322.2488307 
YDP000013,영등포구,322.0341498 
MP020048,마포구,321.9834821 
EP120011,은평구,321.9725841 
GA070044,관악구,321.8652910 
WF190381,노원구,321.7193771 
WF200139,서초구,321.6916197 
GD130040,강동구,321.6822126 
WF120164,서초구,321.6614897 
WF171419,노원구,321.5074431 
WF130020,마포구,321.4221666 
WF201081,강동구,321.2612842 
WF190595,동작구,321.0781877 
GS150018,강서구,320.8735692 
YC120003,양천구,320.7198761 
YC040018,양천구,320.2685001 
SD000052,성동구,320.2095509 
NW160034,노원구,320.1624702 
WF190650,마포구,320.0559580 
WF161149,강서구,320.0184569 
WF120428,중구,319.9909102 
WF161664,금천구,319.9803387 
SIGMUL027,강서구,319.6010232 
SP260057,송파구,319.5947246 
WF201381,도봉구,319.4861935 
YC170043,양천구,319.3408651 
GD130063,강동구,319.2297784 
WF191179,중랑구,318.9365018 
YC180015,양천구,318.8664262 
GC060046,금천구,318.7450749 
WF2020108,동대문구,318.6480575 
YDP000014,영등포구,318.5961705 
WF151240,강서구,318.5026395 
WF110099,중구,318.4784159 
SD000347,성동구,318.4008088 
WF110101,중구,318.3551637 
WF120098,서초구,318.1667111 
YC150006,양천구,318.1437519 
WF181070,성북구,318.1057710 
NW160080,노원구,318.0913558 
WF171872,동작구,317.8877126 
WF190875,영등포구,317.8782939 
GS100059,강서구,317.7898556 
EP080015,은평구,317.5321886 
WF170033,중구,317.5286736 
GD150009,강동구,317.5232634 
WF190237,광진구,317.4398985 
WF151649,노원구,317.0550590 
GR080032,구로구,317.0461957 
GS100021,강서구,316.5174717 
WF191221,서대문구,316.4429538 
WF190195,강서구,316.4314762 
WF181021,중구,316.1837661 
SD000409,성동구,316.1230946 
WF181262,금천구,315.9633568 
WF200027,중구,315.8192557 
YC050022,양천구,315.7735028 
YC170084,양천구,315.7168721 
JG170006,중구,315.6391245 
WF181293,동작구,315.5921335 
GR060019,구로구,315.4605639 
WF190960,용산구,315.4065344 
GB120001,강북구,315.2665420 
YS170023,용산구,315.2493101 
WF120116,서초구,315.2165203 
SP260042,송파구,315.1832151 
SD000450,성동구,314.7220669 
WF190239,광진구,314.2159998 
WF171356,도봉구,314.1826901 
GN020034,강남구,314.1121840 
WF161894,마포구,314.0638909 
WF161679,금천구,313.9413219 
WF161666,금천구,313.9393542 
YC120014,양천구,313.8964234 
YC170009,양천구,313.6460212 
GN190007,강남구,313.5557679 
WF190437,노원구,313.4444654 
GS090032,강서구,313.1507322 
EP110015,은평구,312.9565143 
WF181352,강동구,312.4686275 
WF190550,동작구,312.4472062 
GB120003,강북구,312.1653116 
NW100009,노원구,311.9424308 
WN003951-1,성동구,311.7488580 
MP010010,마포구,311.7465026 
SD000064,성동구,311.7023473 
YC120022,양천구,311.6731790 
GR050033,구로구,311.5006677 
WF121280,노원구,311.4280461 
WF181371,강동구,311.3857456 
GN070093,강남구,311.3207073 
WF190631,마포구,311.3055394 
WF190985,은평구,311.2959804 
YC060014,양천구,311.2860523 
GS190009,강서구,311.0497397 
NW120015,노원구,310.9696725 
WF201680,용산구,310.8252239 
YC090009,양천구,310.8170998 
YC170047,양천구,310.6884554 
EP080010,은평구,310.6854386 
YC040005,양천구,310.6784841 
WF191201,마포구,310.6532442 
EP010023,은평구,310.5866477 
GS090031,강서구,310.5495632 
GR050008,구로구,310.5312140 
SB090003,성북구,310.5020356 
GS040043,강서구,310.4854580 
YDP120002,영등포구,310.1507175 
WF120454,중구,309.6798223 
SD000283,성동구,309.5858086 
SD000211,성동구,309.4715605 
SC000013,서초구,309.4174706 
GN070012,강남구,309.2843295 
HT210092,중구,309.2481909 
WF191206,마포구,309.0974092 
GS160042,강서구,308.7773219 
WF131740,마포구,308.4430473 
GR030046,구로구,308.2126461 
DDM000010,동대문구,307.5473004 
SD000142,성동구,307.4856024 
GA070060,관악구,307.4617641 
YC150021,양천구,307.2450898 
SIGMUL043,강서구,307.1986732 
NW160059,노원구,306.9507905 
YC170096,양천구,306.9194250 
NW020003,노원구,306.5317031 
NW050003,노원구,306.3226540 
GS170008,강서구,306.0620374 
SIGMUL033,강서구,305.9290611 
SP260030,송파구,305.6627190 
NW130006,노원구,305.6502899 
SIGMUL024,강서구,305.4739813 
WF171800,금천구,305.3233256 
WF190932,용산구,304.9362546 
YC170079,양천구,304.8944932 
HT210060,중구,304.7478017 
WF190724,서초구,304.7372313 
SD000358,성동구,304.6942927 
SD000452,성동구,304.5120866 
NW160027,노원구,304.4692492 
MP010050,마포구,304.3908970 
WN003880,성동구,304.2749122 
SD000005,성동구,304.0137666 
WF131741,마포구,303.9970543 
GR040029,구로구,303.9335663 
JG000003,중구,303.9196644 
GB070009,강북구,303.9106276 
WF200053,중구,303.8146485 
SD000432,성동구,303.8001035 
MP010052,마포구,303.7465431 
GS110032,강서구,303.6795597 
SIGMUL152,강서구,303.5362967 
GS120072,강서구,303.5303599 
WF200083,중구,303.4639638 
WF141700,노원구,303.2225720 
GS030038,강서구,303.2031156 
WF200017,중구,303.1846846 
GS200055,강서구,302.9823958 
WF110215,중구,302.7940220 
WF201109,강동구,302.7071650 
YC170007,양천구,302.5290169 
WF110138,중구,302.4461050 
WF120046,서초구,302.4275127 
WF131954,서대문구,302.3712668 
WF205012,종로구,302.2346035 
WF205117,중구,302.2037044 
YC020006,양천구,301.9837836 
WF190498,동대문구,301.8965963 
WF200031,중구,301.8619381 
YC130005,양천구,301.6651726 
WF201049,강동구,301.5628832 
WF121265,구로구,301.2945823 
WF120230,은평구,301.1974670 
GS190023,강서구,301.0923093 
YC160006,양천구,301.0538814 
JG000005,중구,301.0224838 
SP260046,송파구,300.9818035 
WF201387,도봉구,300.9007648 
SD000016,성동구,300.7949541 
NW130007,노원구,300.2793856 
WF200137,서초구,300.1883025 
JR140003,종로구,300.1591652 
WF190002,강남구,300.0397600 
SDM110012,서대문구,299.9771442 
WF110198,중구,299.6949055 
SD000240,성동구,299.6559842 
WF170052,중구,299.6404291 
WF142421,용산구,299.4260808 
SB100001,성북구,299.2829398 
SD000299,성동구,299.1666318 
GR040025,구로구,298.7522140 
YC010008,양천구,298.6027101 
WF201372,도봉구,298.5713155 
WF181092,도봉구,298.5071944 
JR150001,종로구,298.4975332 
YC170078,양천구,298.2729092 
WF161900,마포구,298.2065421 
WF192007,영등포구,298.1611819 
SP260098,송파구,298.1339695 
WF140032,동대문구,298.0837005 
WF110122,중구,298.0791868 
GS150034,강서구,298.0417937 
NW120001,노원구,298.0258289 
GS060069,강서구,297.9900052 
SP260003,송파구,297.9549084 
GJ040003,광진구,297.6925761 
YC080005,양천구,297.6689174 
YC120011,양천구,297.6141044 
WF121823,용산구,297.1061099 
WF142038,마포구,296.8888157 
WF190460,노원구,296.8361614 
YC070005,양천구,296.8196716 
WF171774,금천구,296.8025372 
GS010056,강서구,296.7542746 
WF190402,노원구,296.7328694 
GS150006,강서구,296.5851364 
SB020041,성북구,296.5211192 
NW140005,노원구,296.2484557 
YC030007,양천구,296.1848033 
WF190892,영등포구,295.9463956 
MP030040,마포구,295.9428156 
GA070061,관악구,295.6973742 
GN070044,강남구,295.6050743 
WF130036,중구,295.5733771 
SD000304,성동구,295.4656063 
GD130110,강동구,295.4007590 
YC180014,양천구,295.2756986 
SD000312,성동구,295.2531467 
GS080025,강서구,295.2377956 
WF191183,중랑구,295.2259409 
WF120395,중구,295.2017641 
DB140018,도봉구,295.1891298 
EP120020,은평구,294.8138309 
YC120038,양천구,294.3249659 
EP000030,은평구,294.2785402 
WF120185,성동구,294.1753199 
SP260029,송파구,294.0542844 
WF190848,양천구,294.0380579 
SP260052,송파구,294.0273738 
GB120006,강북구,293.7599671 
SD000224,성동구,293.5675771 
WF171451,노원구,293.4451449 
YC030002,양천구,293.0530528 
WF171264,동대문구,293.0190551 
JR140006,종로구,292.9735736 
SP260035,송파구,292.7616383 
SD000430,성동구,292.5665545 
WF190602,동작구,292.4640918 
WF190747,성동구,292.4534403 
SD000395,성동구,292.4153558 
SD000309,성동구,292.3958508 
YC060015,양천구,292.2683662 
YC150007,양천구,292.1489638 
WF191039,종로구,292.0962078 
GS060043,강서구,291.9847189 
GR060023,구로구,291.7675946 
GS200058,강서구,291.7079820 
WF200062,중구,291.5015332 
WF200044,중구,291.4347084 
WF141707,노원구,290.8992706 
GS010024,강서구,290.7801204 
YC160013,양천구,290.7495623 
EP020003,은평구,290.6820051 
WF120215,은평구,290.6156490 
YC080006,양천구,290.5747868 
WF190129,강서구,290.5049682 
NW120014,노원구,290.2548348 
YC170083,양천구,290.2456058 
JG110001,중구,289.9628662 
WF171361,도봉구,289.7089880 
SDM100016,서대문구,289.2169489 
YC020008,양천구,289.1036873 
GR030043,구로구,289.0351117 
YC170080,양천구,288.8432157 
WF110081,중구,288.7936926 
DB040008,도봉구,288.7213577 
SIGMUL030,강서구,288.7084721 
SIGMUL040,강서구,288.5619803 
EP080013,은평구,288.4449432 
WF110035,종로구,288.4442168 
HT210141,송파구,288.4440208 
DB110001,도봉구,288.2753970 
WF190778,성북구,288.0058383 
YC170081,양천구,287.9868523 
GR010014,구로구,287.9136645 
WF201050,강동구,287.7707361 
GN070092,강남구,287.5946313 
SP260069,송파구,287.5162529 
GD130045,강동구,287.4681071 
WF161250,관악구,287.1975302 
GS130203,강서구,287.0890767 
GD130072,강동구,287.0752817 
WF200130,서초구,287.0153977 
WF172297,서초구,286.8328567 
SD000282,성동구,286.8304289 
WF110059,중구,286.7835268 
WF171915,관악구,286.7135400 
SIGMUL035,강서구,286.6802881 
GD130058,강동구,286.6468039 
DBGURUCUS022,도봉구,286.6262731 
WF170021,중구,286.5037626 
WF200021,중구,286.4597271 
YDP200007,영등포구,286.3907027 
WF200093,중구,286.3078535 
YC080021,양천구,286.0813128 
YC170085,양천구,286.0351255 
DBGURUCUS012,도봉구,285.6356784 
GB070012,강북구,285.3494432 
EP170006,은평구,285.2443448 
MP010090,마포구,285.0338541 
JG000041,중구,284.8999266 
EP110029,은평구,284.8839534 
WF161822,동대문구,284.8512917 
WF190662,서대문구,284.3466974 
EP120014,은평구,284.3353719 
WF171353,도봉구,284.1444457 
WF190046,강남구,284.0917588 
GS120062,강서구,284.0890204 
GJ1300022,광진구,284.0841932 
WF181347,송파구,283.9826845 
WF171292,성북구,283.9747665 
WF120380,중구,283.8797640 
GN070015,강남구,283.7743444 
HT210124,동대문구,283.7121237 
EP140006,은평구,283.6392707 
SDM150016,서대문구,283.5921874 
WF120127,서초구,283.4074822 
WF181098,노원구,283.3588185 
WF200109,서초구,283.2057394 
WF110230,중구,283.1896321 
SB090001,성북구,283.1059361 
WF191204,마포구,283.0776061 
WN003985,성동구,282.7781433 
DB020012,도봉구,282.6723175 
MP010061,마포구,282.3541564 
WF120439,중구,282.3253080 
WF200113,서초구,282.0689775 
GN070008,강남구,281.8905350 
JN160070,중랑구,281.8176831 
WF110083,중구,281.5137878 
WF200166,동대문구,281.4694562 
GD130049,강동구,281.4103766 
JG000039,중구,281.2893168 
WN000669,도봉구,281.0804485 
WF120280,종로구,280.9443876 
WF120190,성동구,280.8709852 
GS080048,강서구,280.8497040 
WF200036,중구,280.6230223 
DB130010,도봉구,280.4087422 
MP010088,마포구,280.2374632 
WF190918,영등포구,280.2203414 
SP260100,송파구,280.2160946 
GA070062,관악구,280.1838953 
SDM150008,서대문구,280.1523964 
GR030058,구로구,279.9309450 
EP080017,은평구,279.8972191 
WF190805,송파구,279.7306026 
GN090028,강남구,279.6501668 
GS010018,강서구,279.6352451 
YC010004,양천구,279.4747042 
WF200160,서초구,279.4470065 
YC080017,양천구,279.2766354 
JR150002,종로구,279.2684018 
SD000233,성동구,279.2219484 
WF171160,용산구,279.1946314 
EP010004,은평구,279.0213810 
EP000027,은평구,278.9473017 
YS140001,용산구,278.9147922 
SIGMUL038,강서구,278.8886979 
WF201083,강동구,278.7809781 
SD000426,성동구,278.6726225 
YC070006,양천구,278.5935392 
YC120013,양천구,278.4428789 
SD000397,성동구,278.4287675 
WF171341,도봉구,278.4138840 
YC180003,양천구,278.0474862 
WF161907,마포구,277.9700543 
WF161203,관악구,277.9650046 
YC150011,양천구,277.9358008 
NW130004,노원구,277.7361350 
SDM150003,서대문구,277.6961295 
GS040066,강서구,277.6239013 
YC080009,양천구,277.5387606 
SIGMUL034,강서구,277.5191887 
GN190009,강남구,277.3700340 
GB010002,강북구,277.3307097 
WF191144,중구,277.3011986 
WF190711,서대문구,276.9594134 
SIGMUL037,강서구,276.9064584 
WF201153,강서구,276.7673945 
YC060021,양천구,276.6291334 
NW160075,노원구,276.5299133 
YDP000055,영등포구,276.4048571 
WF201395,도봉구,276.1710400 
WN000706,도봉구,275.7714808 
SD000161,성동구,275.7131257 
WN003882,성동구,275.6139066 
GJ030006,광진구,275.6107149 
SC000069,서초구,275.5330636 
WF120128,서초구,275.3961148 
GD130033,강동구,275.3082936 
SIGMUL031,강서구,274.9736567 
YC120025,양천구,274.7755458 
WN003861,성동구,274.4354421 
WF191075,종로구,274.2629921 
WF191211,마포구,273.9603974 
WF200040,중구,273.9236692 
MP020060,마포구,273.8099484 
MP030005,마포구,273.4553217 
GS190049,강서구,273.3880932 
WF190953,용산구,273.2212024 
GN070011,강남구,273.0104500 
WF171811,금천구,272.9996538 
SC000003,서초구,272.9967171 
HT210148,중구,272.8860755 
WF190482,도봉구,272.7729627 
DB030012,도봉구,272.7365322 
GS100025,강서구,272.5375989 
WF200110,서초구,272.5041702 
WF190730,서초구,272.2949837 
SC130004,서초구,272.2323186 
DB120005,도봉구,272.2080941 
WN000674,도봉구,272.1708213 
WF201760,중구,272.1647231 
MP030024,마포구,272.0233183 
YC140005,양천구,271.9760100 
WF171455,노원구,271.7641056 
GB110013,강북구,271.7543637 
HT210095,중구,271.4459326 
WF160065,마포구,271.3788146 
YC150013,양천구,271.3586437 
SP260041,송파구,271.3214314 
SB020012,성북구,271.2305419 
GR030009,구로구,271.1897745 
SD000403,성동구,271.0874688 
SIGMUL046,강서구,271.0869336 
WF201930,동대문구,270.8779626 
WF200147,서초구,270.8380435 
WF190569,동작구,270.7608047 
EP110001,은평구,270.7313034 
MP030003,마포구,270.6668650 
WF191064,종로구,270.6637490 
WF181132,노원구,270.6584252 
WF190568,동작구,270.6502212 
WF190186,강서구,270.6346623 
WF190506,동대문구,270.5206956 
WF181236,양천구,270.3987001 
EP000076,은평구,270.3884469 
NW170004,노원구,270.3598771 
GS110023,강서구,270.3383423 
GS040034,강서구,270.3226487 
WN003845,성동구,270.3078458 
YS140002,용산구,270.1707704 
WF181107,노원구,270.1439995 
GA070032,관악구,270.0890809 
YDP000041,영등포구,270.0740678 
GB100002,강북구,270.0649229 
WF120386,중구,269.9973158 
WF161660,금천구,269.9880660 
GR040012,구로구,269.9861724 
WF191210,마포구,269.8521014 
YS170020,용산구,269.7241358 
WF171433,노원구,269.3557121 
GS200049,강서구,269.2250715 
WF110066,중구,269.1191121 
GR030038,구로구,268.7620919 
HT210140,송파구,268.6195174 
EP010024,은평구,268.5932517 
WF190029,강남구,268.5273593 
WN003979,성동구,268.5190385 
MP010071,마포구,268.4039076 
WF191209,마포구,268.3472333 
WF171316,성북구,268.2968384 
WF181348,송파구,268.2047414 
NW010017,노원구,268.1865305 
EP040005,은평구,268.1708398 
GJ080007,광진구,268.1106104 
WF171762,금천구,267.9225631 
SD000004,성동구,267.8747312 
SP260043,송파구,267.7929888 
SP260006,송파구,267.5955546 
SD000026,성동구,267.5451317 
WN003848,성동구,267.5441253 
YC160008,양천구,267.4587385 
WF190030,강남구,267.4326196 
WF201061,강동구,267.2708474 
WF200171,은평구,267.1046200 
WF171794,금천구,266.8454533 
JG060002,중구,266.6971389 
GN020033,강남구,266.6456572 
WF151827,동대문구,266.6159095 
GS090042,강서구,266.5871035 
WF201102,강동구,266.4915530 
WF160124,마포구,266.3858333 
SC000019,서초구,266.2903950 
GJ110004,광진구,266.2749990 
YC160016,양천구,266.0847687 
YC120005,양천구,266.0709133 
SD000360,성동구,266.0262853 
SIGMUL003,강서구,265.9422466 
WN003994,성동구,265.7242107 
GR120012,구로구,265.6269896 
WF190022,강남구,265.3775477 
EP010019,은평구,265.3315457 
GJ100044,광진구,265.3190436 
EP060012,은평구,265.2900863 
WF142389,영등포구,265.2363254 
GS040024,강서구,265.2287299 
EP070004,은평구,265.2029091 
WF200030,중구,265.2020998 
WF121814,용산구,265.1526214 
WN000657,도봉구,264.9246069 
DB090007,도봉구,264.9135696 
WF191157,중구,264.8799806 
WF110055,중구,264.5597010 
WF190982,은평구,264.4484194 
EP130012,은평구,264.4228029 
WF171772,금천구,264.2440667 
GD130126,강동구,264.1891224 
NW020007,노원구,264.0571174 
SP260066,송파구,263.9465502 
SIGMUL020,강서구,263.9244366 
GS140048,강서구,263.6680009 
SP260084,송파구,263.5338305 
GR090018,구로구,263.5182891 
SC160002,서초구,263.1895909 
EP000006,은평구,263.1692450 
WF172283,서초구,263.1553481 
WF190813,송파구,263.1398386 
EP130007,은평구,262.9025179 
EP010026,은평구,262.8047075 
SD000385,성동구,262.6423172 
GS150025,강서구,262.5070753 
WF190394,노원구,262.3996455 
WF120322,중구,262.3262378 
GR030076,구로구,262.3002050 
GR030012,구로구,262.1743598 
MP030028,마포구,261.8148427 
WF190015,강남구,261.7972906 
GJ060009,광진구,261.6424803 
JG000032,중구,261.5906538 
GS200010,강서구,261.5509413 
WF171875,관악구,261.0708035 
GB030006,강북구,261.0604673 
WF191114,중구,260.9984238 
WF110092,중구,260.8790818 
MP010083,마포구,260.7399086 
GJ110010,광진구,260.7337727 
WF160064,마포구,260.5187940 
WF190127,강서구,260.5054723 
MP020084,마포구,260.5007984 
WF171769,금천구,260.4835999 
DDM000003,동대문구,260.3857415 
EP010001,은평구,260.1451451 
GJ090013,광진구,260.0361416 
GB110033,강북구,259.9219550 
GB130016,강북구,259.8412475 
WF200023,중구,259.7372146 
WF200127,서초구,259.7129835 
EP000141,은평구,259.6345096 
SC000005,서초구,259.5124156 
WF172290,서초구,259.4836658 
WF161917,동작구,259.4829419 
GN050024,강남구,259.0236310 
SIGMUL006,강서구,258.5579915 
WF171461,노원구,258.4769164 
SIGMUL005,강서구,258.4156193 
GN070018,강남구,258.2049101 
WF130035,중구,257.9151469 
HT210134,송파구,257.8960289 
WF205027,은평구,257.8254880 
WF190825,송파구,257.7732287 
SP260015,송파구,257.5927789 
GS080049,강서구,257.5277875 
WF120104,서초구,257.4129847 
YS000055,용산구,257.2769039 
SIGMUL019,강서구,257.1710143 
WF191052,종로구,256.8851951 
JG080001,중구,256.8077899 
EP080014,은평구,256.6529836 
GS130221,강서구,256.5642253 
WF171630,강서구,256.5376682 
GD140016,강동구,256.5189210 
YC050015,양천구,256.5171269 
SD000322,성동구,256.4052349 
WF190972,은평구,256.2927586 
MP010025,마포구,256.2260181 
GD130011,강동구,255.9549708 
SD000272,성동구,255.8520860 
EP100001,은평구,255.6771537 
SD000150,성동구,255.6288839 
GA070024,관악구,255.5958115 
WF110034,종로구,255.5916961 
WF171944,관악구,255.5542057 
WF111081,노원구,255.5338832 
SP260014,송파구,255.2944963 
GS070028,강서구,255.2831901 
SIGMUL044,강서구,255.2301239 
SIGMUL018,강서구,255.1717831 
WF120331,중구,254.9667845 
MP010019,마포구,254.9531919 
GR080025,구로구,254.8761560 
WF190646,마포구,254.8699000 
WF160031,마포구,254.6803352 
WF181329,서초구,254.2799801 
MP020046,마포구,254.2288688 
GR060011,구로구,254.1816141 
YC140008,양천구,254.1569190 
GS200053,강서구,254.1455131 
GB090002,강북구,253.9253114 
YC120021,양천구,253.9004208 
GJ040002,광진구,253.8173850 
WF170023,중구,253.7974502 
EP070001,은평구,253.6537732 
NW120012,노원구,253.6306984 
WF110170,중구,253.2545133 
GJ110007,광진구,253.1833741 
HT210085,종로구,253.0847290 
WF190640,마포구,252.9658363 
GN070032,강남구,252.9198757 
GS070033,강서구,252.8892813 
GB070018,강북구,252.6268268 
WF171755,금천구,252.5997248 
WF190050,강남구,252.2727346 
NW160078,노원구,252.2616842 
GD130124,강동구,252.1216047 
EP170005,은평구,252.1199110 
WF181042,광진구,252.0783827 
WF201320,도봉구,252.0404949 
SD000252,성동구,252.0386040 
WF200169,중구,251.9913965 
GS160064,강서구,251.9419432 
WF161320,관악구,251.9160514 
WF190021,강남구,251.8562983 
WN003840,성동구,251.6739471 
GJ090008,광진구,251.6316007 
GS050015,강서구,251.3380824 
WF190400,노원구,251.3347682 
WF190244,광진구,251.1846189 
YC050011,양천구,251.1728051 
WF110211,중구,251.1304300 
JG080003,중구,251.0855694 
WF110017,마포구,250.9401237 
GS180039,강서구,250.8505466 
GR030085,구로구,250.8456015 
WF120341,중구,250.6262741 
WF200055,중구,250.6044763 
WF131584,노원구,250.5805678 
WF172294,서초구,250.5434704 
