구분,버스명,AP별 이용량(단위 : GB)
시내버스,우신버스_502_서울71사2905,558.66559036 
시내버스,삼양교통_130_서울75사4043,558.60644206 
시내버스,동성교통_9401_서울74사9843,558.50445293 
시내버스,도선여객_420_서울75사1483,558.49828757 
시내버스,다모아자동차_470_서울74사5459,558.41357447 
시내버스,한성여객운수_1154_서울74사8759,558.37286636 
시내버스,중부운수_640_서울70사7970,558.31988342 
시내버스,도선여객_472_서울74사4371,558.28582495 
시내버스,한성여객운수_172_서울74사9943,558.17809887 
시내버스,경성여객_271_서울74사1232,558.14513937 
시내버스,경성여객_271_서울75사4023,558.00512433 
시내버스,도선여객_420_서울75사1514,557.91704915 
시내버스,김포교통_654_서울74사1415,557.90100247 
시내버스,진아교통_147_서울75사2877,557.84747005 
시내버스,삼양교통_130_서울74사3261,557.83441290 
시내버스,신촌교통_750A_서울74사8314,557.77026340 
시내버스,동아운수_151_서울74사2131,557.71441199 
시내버스,흥안운수_146_서울74사4903,557.64636025 
시내버스,신길운수_606_서울75사1960,557.54296482 
시내버스,남성교통_320_서울70사6431,557.34057911 
시내버스,동성교통_3012_서울74사1995,556.91674352 
시내버스,서울교통네트웍_150_서울70사6688,556.77471682 
시내버스,한남여객운수_5515_서울75사5314,556.75872602 
시내버스,신수교통_9711A_서울70사7037,556.73290975 
시내버스,신수교통_761_서울74사5726,556.52929470 
시내버스,신촌교통_750A_서울74사7392,556.40832521 
시내버스,신촌교통_750A_서울74사8342,556.32928386 
시내버스,한국비알티_140_서울74사4082,556.03491142 
시내버스,한성여객운수_1154_서울74사3475,555.96100166 
시내버스,서울교통네트웍_150_서울70사6795,555.95843121 
시내버스,대원여객_107_서울75사2868,555.91040291 
시내버스,남성교통_9401_서울74사7373,555.89525960 
시내버스,한성운수_145_서울74사9000,555.85022084 
시내버스,신길운수_606_서울74사4817,555.76025508 
시내버스,제일여객_773_서울74사7803,555.68707176 
시내버스,메트로버스_260_서울74사3690,555.64093404 
시내버스,동아운수_101_서울71사1234,555.60565554 
시내버스,신촌교통_750A_서울74사5815,555.40173315 
시내버스,중부운수_603_서울70사7974,555.35906926 
시내버스,다모아자동차_470_서울74사7217,555.34685962 
시내버스,남성교통_9401_서울74사7159,555.33636361 
시내버스,선진운수_752_서울74사4588,555.29943667 
시내버스,신촌교통_7727_서울74사5807,555.09540252 
시내버스,한성운수_145_서울74사7147,555.07281795 
시내버스,우신버스_441_서울70사9012,554.78808470 
시내버스,한성여객운수_172_서울74사8851,554.72192355 
시내버스,동아운수_151_서울74사3857,554.67572063 
시내버스,중부운수_641_서울75사1360,554.65234444 
시내버스,서울승합_3413_서울74사4213,554.62096818 
시내버스,현대교통_7612_서울74사9313,554.54894900 
시내버스,동아운수_101_서울71사1241,554.52392437 
시내버스,도원교통_1711_서울74사5007,554.40790020 
시내버스,신길운수_606_서울74사4822,554.36157621 
시내버스,메트로버스_273_서울74사4288,554.17156778 
시내버스,신촌교통_7727_서울74사5805,554.01458405 
시내버스,서울교통네트웍_600_서울71사3231,553.97540331 
시내버스,서울승합_342_서울74사9353,553.96014825 
시내버스,동성교통_9401_서울74사6179,553.85814980 
시내버스,남성교통_9401_서울74사1933,553.82587016 
시내버스,메트로버스_260_서울74사9693,553.82214487 
시내버스,흥안운수_1142_서울75사6806,553.77966724 
시내버스,한성여객운수_1154_서울74사8701,553.76330391 
시내버스,선진운수_7720_서울74사4581,553.73858660 
시내버스,아진교통_141_서울74사6496,553.68597619 
시내버스,선진운수_7720_서울74사9556,553.66167799 
시내버스,우신버스_441_서울70사8935,553.61205712 
시내버스,한국비알티_360_서울75사3454,553.60339582 
시내버스,서울교통네트웍_150_서울70사6672,553.53326723 
시내버스,태릉교통_202_서울74사1737,553.43047716 
시내버스,다모아자동차_710_서울74사9781,553.42199281 
시내버스,태릉교통_202_서울74사1750,553.28570306 
시내버스,태릉교통_202_서울74사1780,553.25573310 
시내버스,태릉교통_1156_서울74사1752,553.22680622 
시내버스,서울교통네트웍_150_서울71사3284,553.10131982 
시내버스,태릉교통_202_서울70사6886,553.02557535 
시내버스,송파상운_370_서울74사4189,552.91607976 
시내버스,서울교통네트웍_150_서울71사3283,552.80291475 
시내버스,중부운수_641_서울70사7952,552.79223248 
시내버스,신수교통_7734_서울74사7860,552.71997117 
시내버스,신수교통_774_서울74사5373,552.59753019 
시내버스,신촌교통_750A_서울74사5859,552.50579491 
시내버스,동아운수_101_서울74사3885,552.39282548 
시내버스,태릉교통_202_서울74사1702,552.23407224 
시내버스,신촌교통_750A_서울75사2699,552.10376158 
시내버스,동성교통_9401_서울70사6469,552.07745172 
시내버스,남성교통_9401_서울74사9827,552.07025260 
시내버스,서울교통네트웍_150_서울70사6714,551.95586756 
시내버스,동해운수_7728_서울74사2484,551.61077529 
시내버스,동성교통_303_서울74사2180,551.60986260 
시내버스,메트로버스_262_서울74사4935,551.57849565 
시내버스,한성여객운수_1154_서울74사3474,551.07342079 
시내버스,우신버스_441_서울70사8929,551.02063343 
시내버스,서울승합_3413_서울70사9702,550.96869357 
시내버스,다모아자동차_470_서울75사1366,550.86120963 
시내버스,동아운수_101_서울71사1242,550.84496737 
시내버스,메트로버스_273_서울74사7031,550.65203458 
시내버스,한성여객운수_100_서울74사6313,550.38250983 
시내버스,선진운수_7720_서울74사2537,550.13013072 
시내버스,중부운수_6715_서울75사1351,550.10552518 
시내버스,한남여객운수_5517_서울74사8582,550.05633272 
시내버스,양천운수_602_서울74사5261,549.99597371 
시내버스,신촌교통_7727_서울74사5834,549.89349097 
시내버스,동해운수_7728_서울74사2496,549.77160878 
시내버스,도원교통_1711_서울74사1823,549.45446551 
시내버스,진화운수_402_서울70사9563,549.15375076 
시내버스,우신버스_540_서울74사8284,549.06463251 
시내버스,송파상운_3315_서울74사9043,548.99194278 
시내버스,공항버스_6631_서울75사1685,548.97356778 
시내버스,동성교통_9401_서울74사2316,548.93377237 
시내버스,경성여객_271_서울74사1256,548.87872189 
시내버스,다모아자동차_470_서울75사1367,548.85919206 
시내버스,남성교통_3012_서울70사6451,548.85094985 
시내버스,동아운수_151_서울74사3807,548.73211309 
시내버스,한국비알티_140_서울74사3353,548.68591018 
시내버스,신수교통_7211_서울74사5359,548.66430350 
시내버스,다모아자동차_710_서울74사2378,548.60223085 
시내버스,남성교통_3012_서울74사9817,548.50841872 
시내버스,제일여객_720_서울75사1253,548.50604385 
시내버스,동해운수_7728_서울74사2482,548.36682044 
시내버스,보광교통_7021_서울74사8304,548.30029607 
시내버스,삼양교통_144_서울74사3250,548.27923886 
시내버스,다모아자동차_601_서울74사1389,548.14929143 
시내버스,도선여객_420_서울75사2638,548.08532819 
시내버스,제일여객_720_서울74사7835,548.02154191 
시내버스,아진교통_142_서울74사6454,547.93768562 
시내버스,도선여객_472_서울74사3839,547.90570401 
시내버스,우신버스_502_서울71사2904,547.87200876 
시내버스,송파상운_3318_서울74사5900,547.77197540 
시내버스,송파상운_3318_서울74사1210,547.68438451 
시내버스,남성교통_3012_서울74사9832,547.64336906 
시내버스,메트로버스_273_서울74사9748,547.62854241 
시내버스,서울교통네트웍_160_서울70사6733,547.59277031 
시내버스,흥안운수_1142_서울74사9637,547.42865264 
시내버스,우신버스_540_서울74사8392,547.37048224 
시내버스,동성교통_3012_서울74사7191,547.30121046 
시내버스,서울교통네트웍_150_서울70사6666,547.18481377 
시내버스,도원교통_1711_서울70사6443,547.13567719 
시내버스,한서교통_3322_서울74사8860,547.02478461 
시내버스,제일여객_7211_서울74사8291,546.93841375 
시내버스,서울승합_3413_서울70사9607,546.81818001 
시내버스,제일여객_773_서울74사5762,546.51965387 
시내버스,동성교통_9401_서울75사1073,546.44574411 
시내버스,한성여객운수_100_서울74사3519,546.34686559 
시내버스,우신버스_502_서울71사2902,546.12481967 
시내버스,동성교통_9401_서울70사6455,545.88354193 
시내버스,한성여객운수_1154_서울74사6321,545.57085969 
시내버스,한성여객운수_100_서울74사6352,545.56017742 
시내버스,한남여객운수_506_서울70사8992,545.54626346 
시내버스,우신버스_540_서울74사4680,545.46264932 
시내버스,아진교통_141_서울74사6465,545.34924217 
시내버스,한성여객운수_172_서울74사8705,545.34912109 
시내버스,한성운수_148_서울74사8969,545.20690814 
시내버스,메트로버스_273_서울74사9719,545.19811645 
시내버스,신수교통_774_서울74사5671,545.16906850 
시내버스,서울교통네트웍_150_서울71사3287,545.06127723 
시내버스,동해운수_7728_서울74사2479,544.80578750 
시내버스,서울버스_401_서울74사2251,544.74554025 
시내버스,한성여객운수_1154_서울74사3457,544.73040625 
시내버스,동성교통_303_서울70사6512,544.72399876 
시내버스,북부운수_2312_서울74사4320,544.62176748 
시내버스,서울버스_301_서울70사9193,544.60748099 
시내버스,대원여객_370_서울74사7586,544.43017580 
시내버스,선진운수_7720_서울74사4576,544.32257079 
시내버스,양천운수_602_서울74사5273,544.20172237 
시내버스,서울승합_3413_서울75사1727,543.98986511 
시내버스,유성운수_7016_서울70사7784,543.85156371 
시내버스,다모아자동차_710_서울74사1439,543.81158203 
시내버스,메트로버스_260_서울71사2237,543.57904010 
시내버스,세풍운수_6716_서울74사2726,543.48290898 
시내버스,유성운수_750B_서울70사7780,543.47619414 
시내버스,보광교통_7021_서울70사7262,543.36242378 
시내버스,태릉교통_202_서울74사1730,543.35601628 
시내버스,도선여객_472_서울74사3297,543.32006723 
시내버스,세풍운수_6716_서울70사8317,543.30053739 
시내버스,경성여객_2013_서울74사1246,543.27862337 
시내버스,송파상운_3315_서울74사9091,543.23229939 
시내버스,양천운수_602_서울74사5256,543.01440716 
시내버스,서울교통네트웍_150_서울70사6686,542.99132898 
시내버스,송파상운_3318_서울74사4297,542.98333824 
시내버스,영신여객_120_서울74사6830,542.95946844 
시내버스,제일여객_720_서울74사5333,542.89807566 
시내버스,동성교통_3012_서울70사6439,542.69025102 
시내버스,동성교통_9401_서울75사1091,542.62323305 
시내버스,삼양교통_144_서울74사3244,542.52301343 
시내버스,한성운수_148_서울75사3199,542.51073860 
시내버스,흥안운수_146_서울74사9628,542.44610481 
시내버스,도원교통_6514_서울75사2503,542.28863679 
시내버스,태릉교통_1156_서울74사3999,542.28222929 
시내버스,제일여객_720_서울74사5336,542.02111438 
시내버스,우신버스_502_서울70사9001,541.90984927 
시내버스,흥안운수_146_서울74사9744,541.80138744 
시내버스,양천운수_6627_서울74사9571,541.73144512 
시내버스,우신버스_540_서울74사8391,541.70233198 
시내버스,현대교통_7611_서울75사1732,541.62859917 
시내버스,제일여객_7211_서울74사7962,541.56891070 
시내버스,세풍운수_6716_서울74사2731,541.47271439 
시내버스,제일여객_720_서울74사7842,541.35071114 
시내버스,동해운수_7728_서울74사2483,541.16192274 
시내버스,서울승합_3412_서울74사3689,541.03674367 
시내버스,중부운수_6715_서울70사8004,540.97143933 
시내버스,동성교통_9401_서울75사1753,540.94018415 
시내버스,다모아자동차_710_서울74사9677,540.89654237 
시내버스,제일여객_720_서울74사5316,540.73791951 
시내버스,메트로버스_260_서울70사9705,540.70989601 
시내버스,김포교통_654_서울70사8132,540.52429274 
시내버스,중부운수_641_서울70사7953,540.47350772 
시내버스,서울교통네트웍㈜_160_서울70사6757,540.13525136 
시내버스,우신버스_540_서울70사9294,540.12731649 
시내버스,동해운수_7728_서울74사2485,540.11901841 
시내버스,영신여객_120_서울74사6820,540.04516453 
시내버스,다모아자동차_601_서울74사2430,540.03949277 
시내버스,태릉교통_202_서울74사1729,539.89386186 
시내버스,중부운수_641_서울70사7972,539.75903429 
시내버스,서울승합_3318_서울74사4190,539.62817416 
시내버스,남성교통_452_서울75사2031,539.56402466 
시내버스,대원여객_107_서울70사2721,539.38952275 
시내버스,다모아자동차_601_서울75사1111,539.37981836 
시내버스,영신여객_1167_서울74사6833,539.28698413 
시내버스,서부운수_721_서울74사9810,539.26891647 
시내버스,메트로버스_260_서울74사4940,539.22680207 
시내버스,세풍운수_6716_서울74사2857,539.13867101 
시내버스,메트로버스_260_서울74사9687,539.10424933 
시내버스,우신버스_540_서울70사9047,539.02508691 
시내버스,상진운수_261_서울75사2925,538.73687983 
시내버스,남성교통_320_서울74사9825,538.73279132 
시내버스,세풍운수_6716_서울74사2848,538.72015327 
시내버스,아진교통_141_서울74사6500,538.61713037 
시내버스,도선여객_472_서울74사4393,538.47534582 
시내버스,메트로버스_273_서울74사4335,538.46258670 
시내버스,우신버스_502_서울70사8962,538.38128224 
시내버스,신수교통_774_서울74사9154,538.27123716 
시내버스,신수교통_7734_서울74사5363,538.20947185 
시내버스,동성교통_9401_서울74사2092,538.11907768 
시내버스,동아운수_152_서울74사9793,538.09246980 
시내버스,우신버스_541_서울74사4699,538.04724477 
시내버스,진화운수_461_서울70사9527,538.00384514 
시내버스,보광교통_7021_서울74사5654,537.94256411 
시내버스,서부운수_721_서울74사4177,537.87713870 
시내버스,진화운수_461_서울70사8979,537.81219758 
시내버스,대원여객_106_서울74사5039,537.78674453 
시내버스,선진운수_752_서울74사4504,537.45037876 
시내버스,중부운수_6715_서울74사9769,537.43811324 
시내버스,유성운수_750B_서울74사1454,537.39752620 
시내버스,서울승합_3412_서울74사5019,537.38153540 
시내버스,동성교통_3012_서울74사4933,537.12395951 
시내버스,한성운수_148_서울74사8977,537.10571490 
시내버스,우신버스_540_서울74사8381,537.04833612 
시내버스,서울교통네트웍㈜_160_서울71사3256,536.95764393 
시내버스,신수교통_7734_서울75사1542,536.93963215 
시내버스,서울교통네트웍_150_서울70사6746,536.92950867 
시내버스,서울교통네트웍_600_서울71사3240,536.87714040 
시내버스,관악교통_6515_서울70사7066,536.86700761 
시내버스,동아운수_153_서울74사3851,536.84173152 
시내버스,남성교통_9401_서울75사2030,536.49188019 
시내버스,동성교통_3012_서울74사2022,536.48901172 
시내버스,양천운수_6627_서울74사9579_예비,536.45538166 
시내버스,중부운수_641_서울70사7946,536.39746271 
시내버스,메트로버스_260_서울74사7053,536.25604138 
시내버스,제일여객_720_서울75사1257,536.19341925 
시내버스,태릉교통_202_서울70사6885,536.18713282 
시내버스,제일여객_7211_서울74사5400,536.14129312 
시내버스,송파상운_3315_서울74사4981,535.99902429 
시내버스,삼화상운_146_서울75사1573,535.95599718 
시내버스,김포교통_651_서울75사2748,535.95050238 
시내버스,다모아자동차_601_서울74사3066,535.91558710 
시내버스,양천운수_6714_서울74사5289,535.82806140 
시내버스,삼화상운_146_서울75사1583,535.82543507 
시내버스,진화운수_3422_서울71사1909,535.65020673 
시내버스,선진운수_7613_서울74사5746,535.61846726 
시내버스,동성교통_3012_서울74사2024,535.59442051 
시내버스,북부운수_262_서울70사6248,535.48291326 
시내버스,다모아자동차_710_서울74사9787,535.47253832 
시내버스,다모아자동차_601_서울74사5433,535.20702757 
시내버스,선진운수_753_서울74사3033,535.02343595 
시내버스,대원여객_106_서울70사2734,534.93664600 
시내버스,도선여객_4312_서울74사4621,534.78027694 
시내버스,도선여객_420_서울74사8296,534.74364802 
시내버스,삼성여객_421_서울74사3109,534.38177332 
시내버스,동성교통_3425_서울74사1996,534.37219001 
시내버스,도원교통_1711_서울75사1902,534.34429690 
시내버스,선진운수_7720_서울74사4589,534.22576748 
시내버스,도선여객_472_서울75사1464,534.16400217 
시내버스,동아운수_152_서울71사1253,534.11700763 
시내버스,아진교통_141_서울74사6526,534.05248560 
시내버스,선진운수_7025_서울70사7010,533.97546522 
시내버스,흥안운수_1143_서울75사6807,533.83007646 
시내버스,대원여객_370_서울74사5040,533.78198296 
시내버스,중부운수_641_서울70사7995,533.75934251 
시내버스,선진운수_753_서울74사2523,533.70648064 
시내버스,중부운수_6624_서울75사5010,533.63354877 
시내버스,동아운수_153_서울74사3872,533.54022093 
시내버스,경성여객_271_서울74사1222,533.51818584 
시내버스,서울승합_3318_서울74사6930,533.38757716 
시내버스,신길운수_673_서울75사1953,533.20299834 
시내버스,한서교통_3322_서울74사8688,533.19562227 
시내버스,대성운수_440_서울74사3675,533.10632706 
시내버스,관악교통_6515_서울74사5980,533.07672031 
시내버스,우신버스_502_서울70사8942,533.06127898 
시내버스,중부운수_603_서울70사7981,533.00268948 
시내버스,도선여객_472_서울75사1478,532.90582262 
시내버스,우신버스_441_서울70사8944,532.65417926 
시내버스,아진교통_141_서울74사6481,532.63098001 
시내버스,한서교통_350_서울74사8683,532.62670524 
시내버스,선진운수_7720_서울74사2573,532.60870278 
시내버스,보광교통_7017_서울70사7250,532.44409151 
시내버스,세풍운수_6716_서울74사2732,532.43963979 
시내버스,선진운수_753_서울74사5752,532.31359459 
시내버스,대원교통_2016_서울74사9132,532.26287477 
시내버스,아진교통_142_서울74사6512,532.25751035 
시내버스,관악교통_5515_서울70사8975,532.21649490 
시내버스,도선여객_420_서울74사1915,532.00848401 
시내버스,흥안운수_1141_서울75사2984,531.97930567 
시내버스,대성운수_362_서울74사8447,531.96594119 
시내버스,우신운수_4318_서울70사9156,531.82843141 
시내버스,도선여객_420_서울74사4391,531.35138005 
시내버스,동아운수_101_서울74사3835,531.12298250 
시내버스,서부운수_721_서울74사9808,531.05584346 
시내버스,동성교통_303_서울74사2170,530.64209409 
시내버스,대원여객_107_서울74사4486,530.63861094 
시내버스,김포교통_651_서울74사5430,530.42163141 
시내버스,동성교통_9401_서울75사1072,530.36749363 
시내버스,양천운수_602_서울74사5266,530.28075956 
시내버스,한국비알티_708_서울74사7928,530.19635379 
시내버스,우신버스_540_서울74사8285,530.17694503 
시내버스,서부운수_721_서울74사9806,530.14190868 
시내버스,남성교통_3012_서울70사6452,529.98303436 
시내버스,유성운수_750B_서울70사7771,529.97467108 
시내버스,동성교통_303_서울75사1434,529.96862680 
시내버스,태릉교통_1156_서울75사1301,529.96795624 
시내버스,태릉교통_202_서울74사1782,529.93645892 
시내버스,중부운수_640_서울70사7989,529.92925979 
시내버스,세풍운수_6716_서울75사3451,529.88843061 
시내버스,대원여객_2312_서울74사7601,529.73565646 
시내버스,동성교통_9401_서울74사4983,529.54968065 
시내버스,김포교통_654_서울74사1410,529.45861593 
시내버스,중부운수_6715_서울74사9763,528.90631370 
시내버스,보광교통_7021_서울74사8309,528.81542593 
시내버스,서울승합_3413_서울70사6346,528.75665016 
시내버스,제일여객_720_서울74사7802,528.66949700 
시내버스,중부운수_641_서울70사7959,528.59637886 
시내버스,영신여객_120_서울74사6829,528.39037962 
시내버스,한국비알티_741_서울71사1817,528.20984274 
시내버스,송파상운_3315_서울74사6171,528.06531079 
시내버스,우신버스_502_서울70사8969,528.04535255 
시내버스,신수교통_9711A_서울74사8600,528.00176665 
시내버스,한성운수_145_서울74사6865,527.96063013 
시내버스,관악교통_6515_서울74사4631,527.90930495 
시내버스,한성운수_148_서울74사8971,527.81702019 
시내버스,보광교통_7021_서울74사7103,527.76812576 
시내버스,메트로버스_260_서울74사9736,527.64202468 
시내버스,도선여객_420_서울74사4395,527.60619670 
시내버스,아진교통_141_서울74사6477,527.60589868 
시내버스,영신여객_1167_서울74사8181,527.26965398 
시내버스,선진운수_7025_서울75사2204,527.23095752 
시내버스,김포교통_651_서울71사2252,527.02563815 
시내버스,신수교통_774_서울74사9155,526.95293911 
시내버스,대원여객_370_서울70사2724,526.89001895 
시내버스,신수교통_7211_서울75사1254,526.87689662 
시내버스,흥안운수_146번_서울74사3560,526.80993453 
시내버스,우신버스_540_서울74사8281,526.73894912 
시내버스,흥안운수_146_서울74사1874,526.70147270 
시내버스,우신버스_502_서울70사8945,526.65619180 
시내버스,도선여객_472_서울75사2814,526.64941177 
시내버스,세풍운수_6716_서울74사1630,526.49511956 
시내버스,태릉교통_202_서울74사1715,526.30773745 
시내버스,중부운수_6715_서울70사7987,526.21777169 
시내버스,송파상운_3318_서울71사1935,526.13183856 
시내버스,도선여객_420_서울74사8292,526.04376338 
시내버스,한성여객운수_100번_서울74사8760,526.03143267 
시내버스,진화운수_3417_서울74사8252,525.87176673 
시내버스,성원여객_2115_서울74사1351,525.86968988 
시내버스,메트로버스_260_서울74사9695,525.76745860 
시내버스,제일여객_720_서울75사1252,525.60394630 
시내버스,원버스_7737_서울75사5268,525.53710528 
시내버스,태릉교통_202_서울74사1714,525.53368732 
시내버스,서울교통네트웍_150_서울70사6715,525.39483644 
시내버스,메트로버스_273_서울74사9145,525.30023269 
시내버스,대성운수_362_서울74사7197,525.14050156 
시내버스,북부운수_262_서울70사6256,524.87817593 
시내버스,태릉교통_202_서울74사1721,524.72869866 
시내버스,현대교통_7611_서울74사9360,524.57806654 
시내버스,대진여객_110B_서울75사1173,524.47180264 
시내버스,동아운수_151_서울74사1655,524.43468943 
시내버스,우신버스_541_서울74사2317,524.39123392 
시내버스,제일여객_704_서울75사1258,524.30530079 
시내버스,도선여객_420_서울74사3310,524.22973327 
시내버스,진화운수_461_서울70사9596,524.22246896 
시내버스,동해운수_7728_서울74사2468,524.21691827 
시내버스,우신버스_502_서울70사8963,524.01458845 
시내버스,다모아자동차_601_서울74사2429,523.93889986 
시내버스,동해운수_7728_서울74사2495,523.87622185 
시내버스,송파상운_370_서울71사2247,523.87438715 
시내버스,송파상운_3315_서울74사9026,523.86847325 
시내버스,신길운수_673_서울74사4776,523.79230037 
시내버스,한남여객운수_5517_서울70사7931,523.78845401 
시내버스,공항버스_605_서울71사2208,523.74664694 
시내버스,흥안운수_1139_서울70사6844,523.66247401 
시내버스,중부운수_6715_서울75사1352,523.56029861 
시내버스,세풍운수_6716_서울74사2515,523.55651744 
시내버스,중부운수_6624_서울75사5196,523.44830707 
시내버스,아진교통_142_서울74사6455,523.42907526 
시내버스,선진운수_752_서울75사1203,523.31976593 
시내버스,선진운수_702A_서울74사2538,523.22021686 
시내버스,대원여객_106_서울70사2770,523.21807481 
시내버스,도선여객_472_서울74사4604,522.90203981 
시내버스,도선여객_472_서울75사1490,522.86322229 
시내버스,서울승합_3411_서울74사3024,522.83581346 
시내버스,태릉교통_1156_서울70사6892,522.83160388 
시내버스,대원여객_5624_서울70사2701,522.81109616 
시내버스,진화운수_3417_서울70사9592,522.73773588 
시내버스,다모아자동차_710_서울74사2553,522.73456007 
시내버스,대원여객_106_서울75사1287,522.62322977 
시내버스,서부운수_721_서울74사4148,522.54565060 
시내버스,한성운수_145_서울71사1288,522.43646234 
시내버스,삼양교통_144_서울74사3230,522.41925150 
시내버스,김포교통_651_서울74사1324,522.22106606 
시내버스,도선여객_472_서울74사3289,522.00310864 
시내버스,삼화상운_146_서울74사3584,521.75976336 
시내버스,진아교통_147_서울74사8167,521.72686905 
시내버스,도선여객_420_서울74사8293,521.71966992 
시내버스,서부운수_721_서울70사7284,521.49103023 
시내버스,삼화상운_146_서울74사3575,521.37377672 
시내버스,선진운수_753_서울74사7240,521.34308033 
시내버스,서울교통네트웍_600_서울71사3236,521.28473297 
시내버스,동아운수_152_서울74사2145,521.21307701 
시내버스,서울교통네트웍_150_서울70사6682,521.16369829 
시내버스,한성운수_504_서울74사5006,521.02593705 
시내버스,영신여객_109_서울74사6840,520.94720304 
시내버스,아진교통_142_서울74사2026,520.82312293 
시내버스,동성교통_9401_서울75사2812,520.74413747 
시내버스,태진운수_6411_서울74사8434,520.70624195 
시내버스,메트로버스_260_서울74사4932,520.68213001 
시내버스,흥안운수_105_서울74사4929,520.67773417 
시내버스,도선여객_472_서울75사1477,520.63244395 
시내버스,대진여객_143_서울75사3209,520.55939101 
시내버스,동성교통_9401_서울74사8076,520.44366486 
시내버스,송파상운_3315_서울74사4993,520.43682896 
시내버스,다모아자동차_601_서울74사1367,520.25671117 
시내버스,세풍운수_6614_서울75사5409,519.96911876 
시내버스,김포교통_651_서울74사5449,519.86114122 
시내버스,메트로버스_260_서울75사2061,519.66564730 
시내버스,동성교통_9401_서울75사1094,519.59246397 
시내버스,서울승합_3411_서울74사1534,519.56580020 
시내버스,대진여객_110B_서울74사2303,519.41754296 
시내버스,보광교통_7021_서울75사1086,519.39221099 
시내버스,보광교통_7021_서울74사7162,519.35113966 
시내버스,송파상운_3318_서울70사9617,519.30877380 
시내버스,도원교통_1711_서울74사1819,519.23120394 
시내버스,서울승합_3412_서울74사4208,519.19573918 
시내버스,신촌교통_7727_서울74사5849,519.01910454 
시내버스,서울버스_301_서울70사9214,518.79504696 
시내버스,우신운수_4319_서울70사6388,518.76708865 
시내버스,북부운수_2112_서울70사6241,518.59972998 
시내버스,한남여객운수_5712_서울75사1337,518.50207150 
시내버스,서울승합_3413_서울70사9568,518.37500185 
시내버스,서울교통네트웍_600_서울71사3280,518.35210994 
시내버스,아진교통_142_서울74사6462,518.18890497 
시내버스,삼양교통_144_서울74사3221,518.14648323 
시내버스,서부운수_721_서울74사4175,518.13727245 
시내버스,중부운수_641_서울70사7993,517.97766238 
시내버스,선진운수_753_서울74사7205,517.84192212 
시내버스,서부운수_721_서울74사4131,517.79638976 
시내버스,제일여객_7211_서울74사7873,517.78241061 
시내버스,동아운수_151_서울74사3871,517.74438471 
시내버스,우신버스_540_서울74사2319,517.60412753 
시내버스,세풍운수_6640B_서울74사2835,517.41229370 
시내버스,삼화상운_1137_서울74사3533,517.11993292 
시내버스,대원여객_106_서울70사9720,517.11797714 
시내버스,아진교통_142_서울75사3009,517.10253581 
시내버스,제일여객_704_서울74사7838,516.93194546 
시내버스,한성운수_148_서울75사3203,516.84441976 
시내버스,선진운수_7720_서울74사4583,516.56316966 
시내버스,선진운수_753_서울74사7236,516.51404239 
시내버스,다모아자동차_470_서울75사1376,516.50799811 
시내버스,아진교통_142_서울74사6539,516.44317806 
시내버스,유성운수_750B_서울75사2944,516.33691415 
시내버스,메트로버스_273_서울74사4341,516.30304195 
시내버스,도선여객_420_서울74사4422,516.30273461 
시내버스,김포교통_654_서울75사2746,516.29840396 
시내버스,아진교통_141_서울75사3006,516.17333665 
시내버스,동해운수_771_서울75사2058,516.04717970 
시내버스,동성교통_303_서울74사8075,515.97955637 
시내버스,삼양교통_144_서울74사3241,515.97272046 
시내버스,신흥기업_3216_서울74사4491,515.91638476 
시내버스,삼양교통_130_서울74사3229,515.90673625 
시내버스,상진운수_2115_서울74사3909,515.89282230 
시내버스,우신버스_541_서울74사2324,515.86242393 
시내버스,서울승합_342_서울74사9552,515.67877643 
시내버스,메트로버스_260_서울74사9715,515.64336754 
시내버스,선진운수_7025_서울74사4523,515.57519473 
시내버스,제일여객_720_서울74사7874,515.53515717 
시내버스,한성운수_148_서울74사2289,515.39776847 
시내버스,한서교통_3012_서울74사8626,515.39129578 
시내버스,북부운수_262_서울70사6279,515.31994715 
시내버스,흥안운수_146_서울74사1872,515.27826115 
시내버스,경성여객_271_서울75사4022,515.26818424 
시내버스,동성교통_3012_서울74사1846,515.08776844 
시내버스,서울교통네트웍_150_서울70사6677,515.01989365 
시내버스,아진교통_142_서울74사2019,514.82397132 
시내버스,경성여객_271_서울74사1230,514.82245326 
시내버스,남성교통_9401_서울75사1297,514.81005736 
시내버스,우신버스_541_서울74사8397,514.76543769 
시내버스,대원여객_370_서울74사1540,514.72314633 
시내버스,송파상운_3315_서울70사9623,514.72143270 
시내버스,진화운수_402_서울70사9534,514.70355131 
시내버스,신길운수_606_서울74사1381,514.55767825 
시내버스,동성교통_9401_서울74사2171,514.52636719 
시내버스,동성교통_9401_서울74사2091,514.26373422 
시내버스,신흥기업_2415_서울74사6222,514.08972591 
시내버스,중부운수_6211_서울70사8011,514.03351128 
시내버스,관악교통_6515_서울74사4627,513.94689828 
시내버스,서부운수_721_서울74사3700,513.94012757 
시내버스,중부운수_641_서울70사7949,513.78210075 
시내버스,서울교통네트웍_600_서울70사6719,513.69934343 
시내버스,양천운수_602_서울74사9509,513.67877051 
시내버스,서울승합_3318_서울74사5409,513.53942603 
시내버스,서울교통네트웍_150_서울70사6717,513.50153051 
시내버스,대원여객_542_서울74사7564,513.46869208 
시내버스,관악교통_6515_서울74사4645,513.45172338 
