구분,버스명,AP별 이용량(단위 : GB)
시내버스,대진여객_162_서울70사6556,385.54794341 
시내버스,상진운수_261_서울74사3990,385.50842274 
시내버스,보광교통_674_서울74사7116,385.48773155 
시내버스,우신운수_4212_서울74사7062,385.47793590 
시내버스,영신여객_109_서울75사3236,385.45770291 
시내버스,동성교통_302_서울74사2010,385.39910875 
시내버스,제일여객_773_서울74사7958,385.35321038 
시내버스,삼성여객_421_서울74사5696,385.32440178 
시내버스,메트로버스_2016_서울75사3071,385.26266441 
시내버스,태진운수_2413_서울74사8419,385.24252363 
시내버스,한성운수_148_서울74사5401,385.21215785 
시내버스,영인운수_650_서울74사6848,385.20639017 
시내버스,우신운수_4318_서울70사9168,385.16641222 
시내버스,신흥기업_3220_서울74사4465,385.14584396 
시내버스,송파상운_3321_서울74사9584,385.07992588 
시내버스,한남여객운수_5513_서울75사1906,385.00366174 
시내버스,공항버스_605_서울74사5425,384.88790859 
시내버스,선진운수_742_서울74사9513,384.87960771 
시내버스,동해운수_7728_서울74사2622,384.47460905 
시내버스,서울교통네트웍_500_서울71사3220,384.44769289 
시내버스,다모아자동차_270_서울74사4107,384.41546634 
시내버스,선진운수_753_서울75사2645,384.27783176 
시내버스,한남여객운수(주)_5515B_서울74사2555,384.20172129 
시내버스,대진여객_162_서울74사2271,384.17953532 
시내버스,태진운수_6411_서울74사7043,384.00646951 
시내버스,흥안운수_146번_서울75사1380,383.88220221 
시내버스,유성운수_7016_서울70사7796,383.85079987 
시내버스,신흥기업_3216_서울74사4470,383.82983394 
시내버스,상진운수_261_서울74사3995,383.82324204 
시내버스,상진운수_2012_서울74사3984,383.82196054 
시내버스,범일운수㈜_505_서울71사1493,383.81042518 
시내버스,도선여객_406_서울74사4397,383.72485340 
시내버스,우신운수_4318_서울74사4291,383.70910659 
시내버스,한서교통_350_서울74사8866,383.68218951 
시내버스,한남여객운수_5517_서울74사3776,383.62979144 
시내버스,한국비알티_708_서울74사7925,383.62051360 
시내버스,다모아자동차_270_서울74사1392,383.50863662 
시내버스,양천운수_5524_서울75사8913,383.49926751 
시내버스,공항버스_605_서울74사1369,383.47241189 
시내버스,서울교통네트웍_600_서울71사3269,383.37884564 
시내버스,유성운수_750B_서울74사7252,383.37286375 
시내버스,서울교통네트웍㈜_150_서울70사6712,383.35058559 
시내버스,도원교통_6514_서울74사3189,383.33413657 
시내버스,대성운수_333_서울75사1089,383.32293741 
시내버스,신인운수_5528_서울75사1539,383.18649307 
시내버스,상진운수_2115_서울74사3916,383.14056396 
시내버스,한국비알티_708_서울71사1836,383.10610969 
시내버스,영신여객_109_서울74사6835,383.03802535 
시내버스,경성여객_271A_서울74사1283,382.97482301 
시내버스,우신운수_4318_서울74사7064,382.86666851 
시내버스,영인운수_650_서울74사6849,382.77520798 
시내버스,대원교통_242_서울70사6350,382.73052964 
시내버스,대진여객_110B_서울74사3045,382.72970542 
시내버스,보성운수_5615_서울74사2714,382.62759428 
시내버스,한성운수_504_서울74사5413,382.53183011 
시내버스,상진운수_2115_서울74사3923,382.53112789 
시내버스,삼화상운_103_서울74사3578,382.52691645 
시내버스,흥안운수_146번_서울74사1858,382.51910359 
시내버스,정평운수_4433_서울70사9372,382.49246217 
시내버스,도선여객_406_서울74사4607,382.40872230 
시내버스,동성교통_302_서울74사2014,382.39819370 
시내버스,한남여객운수_5511_서울74사4698,382.30285607 
시내버스,공항버스_605_서울74사1364,382.18014501 
시내버스,범일운수_6637_서울71사1495,382.16192648 
시내버스,흥안운수_102번_서울74사1893,382.15026818 
시내버스,대성운수_3313_서울70사6532,381.99755829 
시내버스,대원여객_201_서울74사1584,381.96231052 
시내버스,유성운수_7016_서울74사7254,381.91430643 
시내버스,원버스_7738_서울70사7217,381.90969825 
시내버스,한성운수_1218_서울74사6894,381.90698251 
시내버스,서울버스_3011_서울70사9186,381.88809250 
시내버스,진화운수_3417_서울74사7570,381.86776731 
시내버스,한남여객운수_5616_서울71사2002,381.77343737 
시내버스,대원교통_242_서울74사4272,381.69436622 
시내버스,한성운수_148_서울74사8912,381.68670610 
시내버스,중부운수_603_서울70사7924,381.65359478 
시내버스,대흥교통_463_서울74사2409,381.63931295 
시내버스,태진운수_6411_서울74사8429,381.61453232 
시내버스,대원교통_242_서울74사1598,381.40484598 
시내버스,삼성여객_421_서울74사3133,381.32492080 
시내버스,삼화상운_1140_서울74사4740,381.30541984 
시내버스,대원교통_242_서울74사9134,381.29373174 
시내버스,제일여객_704_서울74사7841,381.29287679 
시내버스,한서교통_3217_서울74사8664,381.20034803 
시내버스,동해운수_771_서울75사1581,381.14288356 
시내버스,송파상운_3317_서울74사4143,381.13079872 
시내버스,보성운수_6512_서울70사6687,381.04873616 
시내버스,대성운수_362_서울74사8474,381.03833050 
시내버스,도원교통_6657_서울74사1824,381.00149576 
시내버스,중부운수_6624_서울75사5011,380.87936398 
시내버스,도원교통_1213_서울74사4908,380.59555087 
시내버스,진화운수_3422_서울70사9566,380.56933600 
시내버스,공항버스_6631_서울74사1309,380.49856573 
시내버스,대진여객_110A_서울74사2255,380.34405559 
시내버스,도선여객_4312_서울75사2828,380.29421959 
시내버스,신길운수_604_서울74사2743,380.25378436 
시내버스,영신여객_120_서울74사6804,380.24517801 
시내버스,성원여객_1164_서울70사6538,380.22763096 
시내버스,아진교통_141_서울74사6490,380.21823112 
시내버스,북부운수_272_서울70사6292,380.15975989 
시내버스,진화운수_402_서울70사9581,380.15277125 
시내버스,한국비알티_360_서울75사1156,380.14791906 
시내버스,대원여객_111_서울74사7593,379.98226937 
시내버스,한국비알티_360_서울71사1900,379.86889668 
시내버스,보성운수_660_서울74사2723,379.76901233 
시내버스,동해운수_707_서울74사2478,379.76129167 
시내버스,송파상운_3314_서울71사1809,379.75399755 
시내버스,보광교통_674_서울70사7268,379.66308556 
시내버스,상진운수_2012_서울74사3924,379.60092165 
시내버스,범일운수_5617_서울71사1532,379.53961175 
시내버스,서울교통네트웍㈜_150_서울70사6680,379.39926144 
시내버스,선진운수_702B_서울74사9511,379.32409626 
시내버스,대원교통_241_서울74사7944,379.25891113 
시내버스,관악교통_6515_서울74사4695,379.25228849 
시내버스,대원교통_2016_서울74사4270,379.18951456 
시내버스,선진운수_7022_서울74사4559,379.14913986 
시내버스,공항버스_605_서울74사1357,379.09533735 
시내버스,서울버스_301_서울74사2168,379.09469567 
시내버스,보영운수_5714_서울74사2948,379.07452416 
시내버스,한국비알티_360_서울71사1874,379.02746536 
시내버스,진아교통㈜_147_서울74사4922,379.01895121 
시내버스,송파상운_3317_서울74사4986,378.99273727 
시내버스,신길운수_604_서울70사7918,378.75140365 
시내버스,대원교통_242_서울74사4284,378.74130253 
시내버스,우신버스_441_서울70사8959,378.67141701 
시내버스,선진운수_753_서울75사2639,378.63436900 
시내버스,서울버스_401_서울74사2148,378.60137969 
시내버스,신인운수_5528_서울74사5503,378.39331012 
시내버스,안양교통_5626_서울74사6751,378.32427956 
시내버스,태릉교통_1156_서울70사6891,378.31210345 
시내버스,현대교통_7019_서울70사7275,378.22070345 
시내버스,세풍운수_6638_서울74사2788,378.21902428 
시내버스,경성여객_2013_서울70사2728,378.20764165 
시내버스,유성운수_7016_서울70사7785,378.19277961 
시내버스,선진운수_753_서울75사2644,378.15902755 
시내버스,서울교통네트웍_507_서울70사6654,378.13977059 
시내버스,대진여객_110B_서울74사3061,378.05059832 
시내버스,한국비알티_360_서울71사1895,377.93490570 
시내버스,양천운수_5524_서울74사5251,377.93026771 
시내버스,한성여객운수_100번_서울74사6302,377.72799656 
시내버스,범일운수㈜_505_서울71사1494,377.66226195 
시내버스,군포교통_5531_서울74사8363,377.62527447 
시내버스,범일운수㈜_5413_서울71사1586,377.58871447 
시내버스,한남여객운수_5616_서울70사9033,377.58706696 
시내버스,한국비알티_360_서울74사7885,377.58279406 
시내버스,대진여객_110B_서울74사1639,377.43615732 
시내버스,보광교통_674_서울70사7267,377.39251740 
시내버스,한남여객운수_5511_서울74사4681,377.32986454 
시내버스,삼성여객_421_서울74사3192,377.32073944 
시내버스,삼성여객_421_서울74사3146,377.26419047 
시내버스,한국비알티_360_서울71사1882,377.24737544 
시내버스,한성여객운수_1227_서울74사8749,377.24728417 
시내버스,대진여객_143_서울75사2804,377.20840424 
시내버스,양천운수_5524_서울74사2541,377.17712391 
시내버스,대성운수_440_서울74사2321,377.15347297 
시내버스,한남여객운수_5616_서울70사9027,377.14086939 
시내버스,진화운수_402_서울70사9547,377.10247841 
시내버스,메트로버스_2016_서울74사3083,377.05267314 
시내버스,영인운수_662_서울74사4931,376.92831457 
시내버스,세풍운수_6513_서울74사2874,376.88040175 
시내버스,서울버스_301_서울70사9215,376.84137002 
시내버스,동아운수_121_서울71사1247,376.83358788 
시내버스,한서교통_3217_서울74사8862,376.81707740 
시내버스,대성운수_362_서울74사8473,376.80963147 
시내버스,남성교통_9408_서울74사7166,376.75473001 
시내버스,동성교통_302_서울74사2018,376.63619965 
시내버스,공항버스_605_서울74사1431,376.49737578 
시내버스,우신운수_4212_서울74사3016,376.49594154 
시내버스,유성운수_7016_서울70사7781,376.48059055 
시내버스,공항버스_605_서울75사2655,376.36947632 
시내버스,한성운수_5535_서울74사6853,376.28887966 
시내버스,범일운수_6637_서울71사1551,376.23464968 
시내버스,신흥기업_2222_서울74사4453,376.18646212 
시내버스,진화운수_3011_서울74사8230,376.16818212 
시내버스,송파상운_3317_서울74사6169,376.04269385 
시내버스,우신버스_5530_서울74사8656,376.03784166 
시내버스,삼화상운_103_서울74사4727,376.00552384 
시내버스,대성운수_3313_서울75사1052,375.79547148 
시내버스,선진운수_7212_서울75사1246,375.78875758 
시내버스,동성교통_303_서울74사9830,375.70803799 
시내버스,대진여객_143_서울74사2242,375.54138154 
시내버스,신흥기업_3220_서울74사7011,375.52249152 
시내버스,신흥기업_3216_서울74사4483,375.42883307 
시내버스,신길운수_652_서울74사4785,375.22515841 
시내버스,한성운수_504_서울74사8990,375.19931048 
시내버스,신수교통_9703_서울75사1488,375.16198773 
시내버스,제일여객_7211_서울75사5233,375.13857987 
시내버스,원버스_7737_서울70사7301,375.09460468 
시내버스,삼화상운_173_서울75사1572,375.07977337 
시내버스,북부운수_2112_서울70사6220,375.05978439 
시내버스,신인운수_5012_서울70사7238,374.98733494 
시내버스,북부운수_2112_서울70사6204,374.97372460 
시내버스,신길운수_661_서울75사1427,374.88903850 
시내버스,대원여객_370_서울74사7563,374.87182580 
시내버스,양천운수_5524_서울74사5285,374.84021019 
시내버스,양천운수_5524_서울75사2622,374.78411850 
시내버스,한국비알티_701_서울71사1855,374.69305377 
시내버스,경성여객_1213_서울74사1286,374.68411215 
시내버스,다모아자동차_270_서울75사1651,374.64419566 
시내버스,대원교통_2015_서울74사9130,374.57687408 
시내버스,송파상운_3317_서울74사4976,374.56668075 
시내버스,대진여객_110B_서울74사2202,374.53057896 
시내버스,보광교통_7017_서울74사7140,374.52844251 
시내버스,안양교통_5626_서울74사6737,374.39923082 
시내버스,대성운수_362_서울75사2862,374.28170815 
시내버스,한성운수_148_서울74사2282,374.24105871 
시내버스,한국비알티_701_서울71사1824,374.23861679 
시내버스,아진교통_1128_서울74사2009,374.19696059 
시내버스,흥안운수_1139_서울74사4920,373.99737537 
시내버스,양천운수_602_서울74사9600,373.43621813 
시내버스,한성여객운수_172번_서울74사6348,373.23983759 
시내버스,대원교통_2016_서울74사4286,373.21646139 
시내버스,도선여객_4312_서울74사4415,373.00280761 
시내버스,다모아자동차_601_서울75사2630,372.92382773 
시내버스,메트로버스_2016_서울74사3659,372.87210114 
시내버스,신길운수_661_서울74사4799,372.71740753 
시내버스,한남여객운수_5616_서울74사5718,372.50350975 
시내버스,남성교통_9408_서울75사2037,372.37423752 
시내버스,송파상운_3316_서울74사9811,372.36004602 
시내버스,범일운수_5617_서울71사1468,372.35540804 
시내버스,안양교통_5713_서울74사6725,372.20672611 
시내버스,선진운수_7212_서울75사1211,372.19400052 
시내버스,메트로버스_2016_서울71사1830,372.09429964 
시내버스,다모아자동차_270_서울75사1369,371.85110431 
시내버스,공항버스_605_서울74사1311,371.82589713 
시내버스,흥안운수_146번_서울74사1878,371.82574440 
시내버스,삼화상운_1140_서울74사4746,371.77569605 
시내버스,양천운수_5524_서울74사5272,371.76721171 
시내버스,보광교통_7730_서울70사7249,371.72866799 
시내버스,신수교통_9703_서울74사6285,371.68273889 
시내버스,북부운수_272_서울70사6239_예비,371.67269923 
시내버스,범일운수_5413_서울71사1538,371.63189705 
시내버스,상진운수_1122_서울74사3925,371.59655802 
시내버스,다모아자동차_270_서울74사5428,371.53781112 
시내버스,선진운수_7613_서울74사2462,371.53314240 
시내버스,상진운수_2115_서울74사3970,371.48510758 
시내버스,태진운수_2413_서울74사8450,371.33776862 
시내버스,선진운수_702A_서울75사2650,371.25341780 
시내버스,신흥기업_3216_서울74사6255,371.24792486 
시내버스,서울교통네트웍_500_서울70사6681,371.23312335 
시내버스,태릉교통_202_서울74사1710,371.03381380 
시내버스,양천운수_5524_서울74사5267,370.96670549 
시내버스,양천운수_6623_서울74사5771,370.95254473 
시내버스,선진운수_9707_서울74사1684,370.81466708 
시내버스,도원교통_1711_서울74사9438,370.64343225 
시내버스,북부운수_2112_서울70사6206,370.53622399 
시내버스,대진여객_110A_서울75사3207,370.48648112 
시내버스,상진운수_2115_서울74사3926,370.39465364 
시내버스,상진운수_261_서울74사3915,370.37921138 
시내버스,삼성여객_421_서울74사4432,370.32922357 
시내버스,한성운수_145_서울74사7127,370.25332637 
시내버스,도원교통_1711_서울70사6500,370.22287026 
시내버스,양천운수_602_서울75사1912,370.14578283 
시내버스,도선여객_4312_서울74사4440,370.13974041 
시내버스,아진교통_141_서울74사6493,370.06243877 
시내버스,세풍운수_6513_서울74사2862,370.04345749 
시내버스,상진운수_261_서울74사3967,370.03787234 
시내버스,태진운수_2413_서울75사1506,370.01043744 
시내버스,신길운수_674_서울74사1382,369.95129380 
시내버스,서울교통네트웍_500_서울70사6789,369.91610751 
시내버스,신길운수_674_서울74사9550,369.88076754 
시내버스,한성운수_145_서울74사8904,369.68539469 
시내버스,대진여객_162_서울74사2218,369.63021848 
시내버스,송파상운_3314_서울71사1807,369.62008663 
시내버스,양천운수_6623_서울75사1803,369.56985481 
시내버스,우신버스_5530_서울70사9015,369.53268386 
시내버스,대원여객_201_서울74사7287,369.52017248 
시내버스,한성운수_5535_서울74사8913,369.48861741 
시내버스,보광교통_7021_서울70사7046,369.46908571 
시내버스,범일운수_6637_서울71사1585,369.34152246 
시내버스,현대교통_7019_서울74사9363,369.32641640 
시내버스,보영운수_5714_서울74사2947,369.15396154 
시내버스,범일운수㈜_5413_서울71사1523,369.13381983 
시내버스,흥안운수_102번_서울74사4925,369.11273189 
시내버스,대성운수_333_서울74사7163,369.09829732 
시내버스,한남여객운수_5513_서울74사6871,369.05355845 
시내버스,양천운수_6623_서울74사9504,368.91348287 
시내버스,서울교통네트웍_660_서울70사6765,368.75701882 
시내버스,한남여객운수_5516_서울74사3748,368.75015218 
시내버스,북부운수_272_서울70사6306,368.71929932 
시내버스,신흥기업_3414_서울74사4466,368.66662558 
시내버스,범일운수㈜_5413_서울71사1530,368.45199578 
시내버스,서울교통네트웍_600_서울71사3239,368.42550617 
시내버스,선진운수_9707_서울75사2758,368.42047144 
시내버스,보광교통_7730_서울74사2488,368.38360596 
시내버스,도원교통_6514_서울75사1025,368.37316863 
시내버스,선진운수_7715_서울75사1240,368.29144321 
시내버스,양천운수_5524_서울74사5254_예비,368.19793656 
시내버스,보광교통_7017_서울74사7125,368.12188756 
시내버스,우신버스_5530_서울74사8650,368.06588713 
시내버스,대원교통_2016_서울74사9121,368.02932713 
시내버스,신길운수_661_서울74사4808,367.87878443 
시내버스,신흥기업_3216_서울74사4481,367.85647552 
시내버스,한성운수_504_서울74사8988,367.83551052 
시내버스,경성여객_2013_서울74사1261,367.74923746 
시내버스,메트로버스_2016_서울74사4256,367.74761975 
시내버스,안양교통_5713_서울74사6773,367.70080589 
시내버스,북부운수_2112_서울70사6240,367.65743978 
시내버스,양천운수_5524_서울74사5255,367.50784330 
시내버스,대진여객_110A_서울74사1622,367.35403445 
시내버스,태진운수_6411_서울74사8458,367.33380146 
시내버스,서울교통네트웍_500_서울70사6701,367.19177291 
시내버스,대성운수_333_서울70사6445,367.13839695 
시내버스,원버스_7737_서울70사8101,367.12829582 
시내버스,선진운수_7212_서울74사4517,367.11486802 
시내버스,다모아자동차_601_서울75사2627,367.01464839 
시내버스,진아교통_147_서울74사8151,367.00817849 
시내버스,세풍운수_6513_서울74사2800,366.79226719 
시내버스,대원교통_241_서울70사2788,366.74288940 
시내버스,신인운수_5012_서울74사5502,366.72546342 
시내버스,범일운수_6637_서울71사1539,366.65954627 
시내버스,양천운수_6627_서울74사9587,366.63552839 
시내버스,신길운수_674_서울74사4802,366.55950919 
시내버스,북부운수_2112_서울70사6218,366.54922459 
시내버스,보성운수_660_서울74사2773,366.52337667 
시내버스,아진교통_1128_서울74사6461,366.51690677 
시내버스,신흥기업_2221_서울74사9906,366.43014569 
시내버스,보영운수_5714_서울74사2915,366.39202852 
시내버스,대진여객_110B_서울74사2209,366.36148114 
시내버스,송파상운_3214_서울74사1244,366.31655879 
시내버스,선일교통_1119_서울74사9406,366.30856339 
시내버스,태진운수_2413_서울74사8408,366.30096473 
시내버스,양천운수_602_서울74사5293,366.25381466 
시내버스,서울버스_401_서울75사1096,366.20919779 
시내버스,한서교통_3313_서울74사8606,366.12231471 
시내버스,삼성여객_400_서울74사3139,366.09570310 
시내버스,영인운수_650_서울74사9722,365.90838619 
시내버스,군포교통_5531_서울70사8350,365.85461441 
시내버스,흥안운수_1139_서울70사6846,365.84667955 
시내버스,대흥교통_463_서울74사2401,365.83740264 
시내버스,서울교통네트웍_500_서울71사3275,365.80947880 
시내버스,대원교통_241_서울74사7942,365.78030419 
시내버스,양천운수_5524_서울74사5296,365.76345842 
시내버스,범일운수_6637_서울71사1499,365.73367286 
시내버스,북부운수_2112_서울70사6244,365.65087922 
시내버스,한국비알티_701_서울71사1893,365.63897692 
시내버스,성원여객_1111_서울75사3295,365.63345324 
시내버스,선진운수_7212_서울75사1243,365.60858134 
시내버스,한국비알티_360_서울75사3205,365.58563262 
시내버스,성원여객_2115_서울70사6491,365.57223555 
시내버스,흥안운수_1131번_서울74사1860,365.54659996 
시내버스,대진여객_110A_서울74사1611,365.48248306 
시내버스,한남여객운수(주)_5515B_서울74사2503,365.43585174 
시내버스,대원여객_341_서울74사1529,365.42950477 
시내버스,흥안운수_1139_서울74사4916,365.42947404 
시내버스,성원여객_1164_서울70사6424,365.39083906 
시내버스,양천운수_5524_서울75사2775,365.37951697 
시내버스,도선여객_406_서울74사3294,365.16696122 
시내버스,삼양교통_144_서울74사3215,365.10131881 
시내버스,서울교통네트웍_507_서울71사3226,365.01269508 
시내버스,신수교통_9703_서울74사1789,364.92514051 
시내버스,영인운수_650_서울74사6858,364.84890711 
시내버스,세풍운수_6638_서울74사2759,364.84640464 
시내버스,동해운수_707_서울74사2469,364.83987421 
시내버스,한남여객운수_5616_서울74사2522,364.83505275 
시내버스,흥안운수_1139_서울74사3976,364.83245809 
시내버스,신흥기업_3220_서울74사6219,364.80639689 
시내버스,대성운수_362_서울74사8451,364.79058862 
시내버스,대원교통_2016_서울70사2759,364.72625751 
시내버스,범일운수_5617_서울71사1480,364.68579061 
시내버스,대원교통_241_서울70사6341,364.68212865 
시내버스,아진교통_1128_서울74사6483,364.60409500 
시내버스,공항버스_605_서울74사1359,364.56866469 
시내버스,대흥교통_463_서울70사5923,364.52304106 
시내버스,선진운수_9701_서울74사2569,364.47625700 
시내버스,영인운수_662_서울74사6897,364.43130486 
시내버스,보광교통_7730_서울74사7120,364.42407221 
시내버스,경성여객_2013_서울74사1237,364.41863980 
시내버스,양천운수_5524_서울74사5282,364.32592757 
시내버스,영인운수_6628_서울74사6881,364.29074127 
시내버스,양천운수_6516_서울74사9549,364.18136582 
시내버스,대원교통_242_서울74사9100,364.03243989 
시내버스,아진교통_142_서울74사6513,364.02639747 
시내버스,대성운수_440_서울70사6505,364.01324440 
시내버스,상진운수_261_서울74사3987,364.00018353 
시내버스,서울버스_301_서울70사9205,363.98950219 
시내버스,태진운수_2413_서울74사8407,363.98846470 
시내버스,대원교통_241_서울74사7946_예비,363.91110253 
시내버스,한서교통_3313_서울74사8894,363.89553826 
시내버스,신인운수_5012_서울74사5554,363.89349401 
시내버스,대진여객_143_서울74사2063,363.88998386 
시내버스,경성여객_271A_서울74사1238,363.88751213 
시내버스,우신버스_5530_서울70사9059,363.84829693 
시내버스,서울버스_401_서울74사4084,363.81564289 
시내버스,송파상운_3214_서울71사1933,363.72012366 
시내버스,우신버스_5530_서울70사8951,363.58325183 
시내버스,한남여객운수_5522B_서울74사3778,363.53164632 
시내버스,경성여객_1213_서울74사1265,363.50033525 
시내버스,도선여객_420_서울74사3288,363.44842520 
시내버스,도원교통_1213_서울74사1825,363.42816148 
시내버스,서울승합_3212_서울75사7607,363.41964733 
시내버스,태릉교통_202_서울70사6865,363.41665685 
시내버스,군포교통_5531_서울74사7371,363.36260941 
시내버스,동성교통_302_서울74사2059,363.30599990 
시내버스,대흥교통_463_서울74사2406,363.26763872 
시내버스,한성운수_148_서울74사7005,363.05453535 
시내버스,세풍운수_6513_서울74사2786,363.04992717 
시내버스,보영운수_5714_서울74사2914,362.91061435 
시내버스,신흥기업_3220_서울74사6203,362.81646695 
시내버스,대진여객_110A_서울74사3367,362.80731205 
시내버스,한국비알티_701_서울71사1845,362.77963221 
시내버스,보영운수_5714_서울74사2550,362.76733410 
시내버스,태진운수_6411_서울74사8442,362.76559439 
시내버스,도선여객_472_서울70사9374,362.57275380 
시내버스,대흥교통_463_서울74사4241,362.57238779 
시내버스,영신여객_120_서울74사6815,362.47903481 
시내버스,서울버스_401_서울75사1443,362.46228032 
시내버스,대진여객_143_서울74사2222,362.45056149 
시내버스,대진여객_143_서울74사1645,362.42275964 
시내버스,한남여객운수_5513_서울74사3706,362.38607764 
시내버스,선진운수_9701_서울75사1226,362.32543923 
시내버스,북부운수_272_서울70사6272,362.01275606 
시내버스,북부운수_2112_서울70사6207,361.99337803 
시내버스,한서교통_350_서울74사8696,361.89974938 
시내버스,대진여객_143_서울74사3099,361.89434770 
시내버스,대흥교통_4211_서울74사2414,361.87264975 
시내버스,서울버스_401_서울74사2104,361.83349602 
시내버스,한남여객운수_5511_서울70사9034,361.79437302 
시내버스,우신버스_5530_서울74사7423,361.78027373 
시내버스,한남여객운수_5516_서울74사3711,361.77343782 
시내버스,남성교통_9408_서울74사9822,361.72796600 
시내버스,송파상운_3214_서울74사9056,361.66980024 
시내버스,서울버스_301_서울74사2165,361.65728793 
시내버스,상진운수_261_서울74사3996,361.61831673 
시내버스,안양교통_5626_서울74사6701,361.52468901 
시내버스,다모아자동차_470_서울75사1653,361.43252533 
시내버스,태진운수_6411_서울74사8443,361.28390487 
시내버스,서부운수_721_서울74사4140,361.16705276 
시내버스,한남여객운수_5511_서울74사8588,361.16458103 
시내버스,선진운수_7720_서울74사6110,361.12481728 
시내버스,동성교통_302_서울74사1991,361.06030270 
시내버스,한국비알티_741_서울74사7805,361.02117877 
시내버스,진아교통_147_서울74사8105,360.98660249 
시내버스,선진운수_7212_서울74사6160,360.98312400 
시내버스,북부운수_2112_서울70사6219,360.96636951 
시내버스,대진여객_110A_서울74사1615,360.95281970 
시내버스,한성운수_1218_서울74사5421,360.92752032 
시내버스,삼화상운_146번_서울74사3586,360.88894680 
시내버스,군포교통_500_서울70사6779,360.84075924 
시내버스,양천운수_602_서울74사5264,360.71429402 
시내버스,도선여객_4312_서울70사9328,360.70144642 
시내버스,삼성여객_421_서울74사4369,360.61785929 
시내버스,경성여객_2013_서울74사1266,360.61489861 
시내버스,한서교통_3322_서울74사8602,360.60024984 
시내버스,공항버스_605_서울74사1307,360.37866212 
시내버스,양천운수_6516_서울74사5271,360.30786112 
시내버스,다모아자동차_470_서울74사1821,360.20004284 
시내버스,대원교통_2015_서울74사4276,360.19000225 
시내버스,유성운수_7011_서울74사7256,360.11694372 
시내버스,영인운수_6628_서울74사6935,360.04794296 
시내버스,도원교통_1213_서울74사9450,360.04635599 
시내버스,군포교통_5531_서울74사2265,360.00311282 
시내버스,우신버스_5530_서울75사2932,359.98721328 
시내버스,경성여객_2013_서울74사1249,359.95120276 
시내버스,신흥기업_3220_서울74사6251,359.87780802 
시내버스,대진여객_110A_서울75사1036,359.78479031 
시내버스,성원여객_2115_서울70사6493,359.71548501 
시내버스,신인운수_5012_서울70사7240,359.70486421 
시내버스,신수교통_9703_서울74사5375,359.70272869 
시내버스,한남여객운수(주)_5712_서울74사8577,359.64096058 
시내버스,신흥기업_3220_서울74사4460,359.47174113 
시내버스,선진운수_7212_서울75사1249,359.44747925 
시내버스,도원교통_6514_서울74사3027,359.44162030 
시내버스,상진운수_261_서울75사2926,359.43908710 
시내버스,대원여객_01B_서울70사6337,359.42288209 
시내버스,신인운수_5012_서울74사5556,359.38442964 
시내버스,선진운수_7720_서울74사6112,359.29757729 
시내버스,양천운수_5524_서울75사2773,359.11563132 
시내버스,다모아자동차_270_서울75사1374,359.06399507 
시내버스,한국비알티_701_서울71사1851,358.97842422 
시내버스,성원여객_2115_서울74사1352,358.96707140 
시내버스,대흥교통_463_서울74사2397,358.96099824 
시내버스,북부운수_272_서울70사6307,358.94518998 
시내버스,한국비알티_708_서울71사1844,358.92956518 
시내버스,우신버스_5530_서울74사8643,358.89749136 
시내버스,범일운수_5413_서울71사1545,358.76489244 
시내버스,보광교통_7730_서울74사2487,358.74764994 
시내버스,우신버스_502_서울70사8967,358.68762247 
시내버스,대진여객_143_서울74사2205,358.60244744 
시내버스,한서교통_3322_서울74사8872,358.56387299 
시내버스,도선여객_4432_서울75사1484,358.56292769 
시내버스,삼양교통_144_서울74사3214,358.54013078 
시내버스,보영운수_5714_서울74사2930,358.50781295 
시내버스,선진운수_9701_서울74사2593,358.50518756 
시내버스,대진여객_110A_서울74사1612,358.35556034 
시내버스,범일운수_5617_서울71사1562,358.20376594 
시내버스,흥안운수_1221_서울75사2889,358.19741804 
시내버스,한성운수_5536_서울74사9004,358.15939307 
시내버스,태진운수_6411_서울74사8422,358.08666982 
시내버스,대원교통_242_서울74사4283,358.04690514 
시내버스,선진운수_7212_서울75사1241,358.01702924 
시내버스,송파상운_3416_서울74사6172,357.96218831 
시내버스,신길운수_604_서울74사4813,357.88787808 
시내버스,도선여객_472_서울70사9377,357.88769554 
시내버스,제일여객_7211_서울74사7831,357.86676034 
시내버스,삼성여객_405_서울74사2051,357.78012127 
시내버스,보광교통_7017_서울74사2456,357.71923792 
시내버스,한서교통_3217_서울74사8693,357.66162071 
시내버스,진화운수_3319_서울75사1029,357.64755215 
시내버스,경성여객_1213_서울74사1247,357.39581287 
시내버스,삼성여객_421_서울74사3198,357.37170372 
시내버스,대원여객_201_서울74사3529,357.34155308 
시내버스,태진운수_2412_서울74사8456,357.29989596 
시내버스,도원교통_6514_서울74사9524,357.29354899 
시내버스,대원여객_3323_서울74사7603,357.15728719 
시내버스,진아교통㈜_1135_서울74사8132,357.12921154 
시내버스,삼성여객_400_서울74사3102,357.10684210 
시내버스,선진운수_9707_서울74사2431,357.06466716 
시내버스,대원여객_201_서울74사1548,357.05136135 
시내버스,유성운수_7016_서울70사7777,357.04504419 
시내버스,범일운수_6637_서울71사1445,356.94869980 
시내버스,대성운수_362_서울74사8469,356.80526774 
시내버스,도선여객_420_서울74사3309,356.75244126 
시내버스,삼화상운_103_서울74사3495,356.70666490 
시내버스,송파상운_3314_서울70사9502,356.68865964 
시내버스,대진여객_143_서울74사3044,356.58792127 
